,logFC,logCPM,PValue,FDR
hsa-miR-7160-5p,0.424573688,7.363055154,0.199395775,1
hsa-miR-7706,0.614465414,5.376184661,0.20030036,1
hsa-miR-1252-3p,0.494607025,5.861030592,0.200868226,1
hsa-miR-4642,-0.589715493,7.615143988,0.201643741,1
hsa-miR-3974,0.503686682,10.01834983,0.20169603,1
hsa-miR-4515,-0.541887136,7.593938562,0.201911439,1
hsa-miR-1468-5p,-0.394311667,6.720750452,0.203403887,1
hsa-miR-611,-0.412351752,6.434619034,0.204166143,1
hsa-miR-1224-3p,-0.622803481,6.971708949,0.204279518,1
hsa-miR-4650-5p,0.648374868,4.984320311,0.204859618,1
hsa-miR-6817-5p,-1.192275791,4.424742275,0.204916012,1
hsa-miR-15a-5p,-0.651956898,8.840697752,0.205528347,1
hsa-miR-5096,0.45992649,5.603436852,0.205776625,1
hsa-miR-6882-3p,-0.449972138,5.994147467,0.205859127,1
hsa-miR-764,0.455373585,6.348936197,0.206078237,1
hsa-miR-99a-5p,-0.504234206,11.00244092,0.206255307,1
hsa-miR-4508,-0.530854124,6.659310943,0.206678778,1
hsa-let-7a-2-3p,0.536621967,5.849857381,0.207049119,1
hsa-miR-4651,0.525452926,8.205160231,0.207573327,1
hsa-miR-326,0.481157093,8.272451682,0.208086592,1
hsa-miR-1264,0.499708775,5.345216926,0.208158352,1
hsa-miR-6133,0.480867672,7.703715131,0.208163553,1
hsa-miR-4291,-1.27586675,4.307800049,0.209080525,1
hsa-miR-1911-3p,-0.891920895,5.198132293,0.209288248,1
hsa-miR-30b-3p,0.472458653,5.3625034,0.21102457,1
hsa-miR-4765,0.407998556,6.145374354,0.211436686,1
hsa-miR-5000-3p,-1.352250181,4.277089329,0.211556585,1
hsa-miR-3157-3p,0.630138636,6.751571916,0.211561608,1
hsa-miR-1247-3p,-0.56183986,6.993405094,0.21182405,1
hsa-miR-493-3p,-0.641406687,5.754993469,0.211996739,1
hsa-miR-4733-5p,0.398330871,6.715764987,0.212117116,1
hsa-miR-508-3p,-0.772900647,9.171195752,0.212331226,1
hsa-miR-365b-5p,0.869621642,5.077049927,0.212384568,1
hsa-miR-6089,-0.593668612,7.788861862,0.212830608,1
hsa-miR-1237-5p,-0.555236853,8.340366581,0.213512196,1
hsa-miR-6798-5p,0.491045061,6.531504147,0.213589999,1
hsa-miR-126-3p,-0.61521948,11.59677232,0.213872088,1
hsa-miR-7114-3p,-0.490144082,6.468898466,0.213886599,1
hsa-let-7d-3p,-0.426012817,8.062568947,0.213910046,1
hsa-miR-4506,0.424123499,6.175338412,0.213965273,1
hsa-miR-1183,0.473674639,5.293381908,0.214716501,1
hsa-miR-6780b-5p,-0.553977245,11.08539849,0.214860406,1
hsa-miR-196b-3p,-0.683677037,6.044121917,0.215136402,1
hsa-miR-6852-3p,-1.085173512,5.045177107,0.215272596,1
hsa-miR-4441,-0.703014195,4.983706986,0.215599494,1
hsa-miR-6767-5p,-0.435495236,6.249254753,0.217226914,1
hsa-miR-6856-3p,0.538745783,5.315790863,0.217487383,1
hsa-miR-4708-3p,0.502046105,5.750471243,0.217890185,1
hsa-miR-1911-5p,-1.234658423,4.485331784,0.218098883,1
hsa-miR-606,-0.67677549,5.059661067,0.218187495,1
hsa-miR-6855-3p,0.418338824,6.938718246,0.219210391,1
hsa-miR-525-5p,2.060584182,3.56729509,0.219230217,1
hsa-miR-345-3p,-0.59649504,6.990970988,0.219615987,1
hsa-miR-6865-5p,-0.524735027,7.142278449,0.219998926,1
hsa-miR-4700-3p,0.49634495,8.024884025,0.220520091,1
hsa-miR-210-5p,-0.433107634,5.944314398,0.220628673,1
hsa-miR-2277-5p,0.46420289,6.228230103,0.222441258,1
hsa-miR-1295a,0.575496218,5.270058358,0.22257532,1
hsa-miR-4662a-5p,-0.388332047,7.134182603,0.222935246,1
hsa-miR-4681,0.460233415,5.472527661,0.223119394,1
hsa-miR-6722-3p,0.419835212,7.070641115,0.223378545,1
hsa-miR-3117-3p,-2.112352063,3.363838303,0.223519631,1
hsa-miR-361-3p,-0.498809734,8.157848404,0.223556885,1
hsa-miR-412-5p,0.483207447,5.518288205,0.223692609,1
hsa-miR-6736-5p,0.532890622,8.852570047,0.223693149,1
hsa-miR-4252,-0.684505804,5.46941582,0.225134688,1
hsa-miR-6722-5p,0.444164937,9.52120224,0.226097261,1
hsa-miR-494-3p,-0.576015664,5.888027568,0.226268269,1
hsa-miR-1245b-3p,-0.533709922,5.265744503,0.226704083,1
hsa-miR-5003-5p,-0.425769879,6.820286443,0.227008338,1
hsa-miR-6822-3p,-0.508421731,5.395327507,0.227248538,1
hsa-miR-4671-5p,0.416776247,6.730432485,0.227925342,1
hsa-miR-512-3p,0.561184016,6.454023322,0.228895302,1
hsa-miR-6743-5p,-0.423873145,7.993924684,0.229317778,1
hsa-miR-28-5p,-0.460276428,7.255311952,0.229343554,1
hsa-miR-138-2-3p,0.412520635,8.745405015,0.229427297,1
hsa-miR-1470,-0.67492063,8.067100681,0.230081175,1
hsa-miR-1271-5p,-1.138101676,5.341467333,0.230106744,1
hsa-miR-4534,0.523633341,6.248770304,0.230836636,1
hsa-miR-339-3p,-0.409371457,8.999103557,0.231003048,1
hsa-miR-5691,-0.49640715,7.750882784,0.231121189,1
hsa-miR-7153-3p,0.463076135,5.047097407,0.231459456,1
hsa-miR-3167,0.45214457,5.959044855,0.231724605,1
hsa-miR-648,-0.545543431,5.869001584,0.231862518,1
hsa-miR-1184,-0.566226231,5.312676067,0.232941749,1
hsa-miR-6765-3p,0.448164052,5.71581711,0.234155157,1
hsa-miR-633,-1.928929024,3.630431362,0.234201979,1
hsa-miR-1246,0.619149403,7.723230391,0.234671269,1
hsa-miR-320a,-0.489629763,11.33879563,0.234837443,1
hsa-miR-940,-0.504073008,7.960521247,0.235067978,1
hsa-miR-6771-3p,0.465774402,5.852458641,0.236270997,1
hsa-miR-6761-5p,-0.564341228,5.9475798,0.236373592,1
hsa-miR-4664-5p,0.462214499,6.982976999,0.236923425,1
hsa-miR-636,-0.414552078,7.7387822,0.236994135,1
hsa-miR-1180-5p,-0.391491165,6.922247473,0.237638303,1
hsa-miR-484,-0.393470787,7.222757936,0.237684381,1
hsa-miR-8075,0.404567871,5.929960787,0.238067821,1
hsa-miR-4488,0.369966283,7.142938788,0.238216572,1
hsa-miR-6500-3p,-0.395527167,8.796743908,0.238960854,1
hsa-miR-134-3p,0.404094195,5.64028765,0.240813173,1
hsa-miR-4501,-0.402057381,6.95541813,0.241640893,1
hsa-miR-4670-5p,0.697287975,4.350009286,0.24182973,1
hsa-miR-374a-3p,-1.058734869,4.70620161,0.242642173,1
hsa-miR-520h,-0.504890603,7.707324017,0.242690238,1
hsa-miR-607,-0.686959955,4.614205996,0.243196393,1
hsa-miR-548al,0.608848521,4.902073824,0.243213609,1
hsa-miR-6069,-0.401043149,6.464166108,0.243405156,1
hsa-miR-6794-5p,-0.412064671,9.82891772,0.243559476,1
hsa-miR-7851-3p,0.462548546,6.487106861,0.243587212,1
hsa-miR-5008-3p,0.460875286,9.11587998,0.244180195,1
hsa-miR-4461,0.546438714,6.142826423,0.24427112,1
hsa-miR-5190,0.37661324,6.69792101,0.244655882,1
hsa-miR-548ae-3p,1.456518876,4.038077,0.246267941,1
hsa-miR-3182,0.52280804,5.762441222,0.246321858,1
hsa-miR-3656,-0.398981899,8.65084142,0.247313198,1
hsa-miR-130b-5p,-0.643979367,6.444703495,0.247482445,1
hsa-miR-10b-5p,-0.760207705,10.79053307,0.248126369,1
hsa-miR-4766-5p,-0.395654949,8.15278777,0.248640531,1
hsa-miR-5100,0.458494332,7.572557711,0.248691976,1
hsa-miR-208a-3p,-1.197094709,3.970611842,0.248711939,1
hsa-miR-498,-0.541804945,6.28867696,0.248747496,1
hsa-miR-1321,0.658633957,4.748049747,0.248778551,1
hsa-miR-6516-3p,-2.004875353,3.317012143,0.249186507,1
hsa-miR-3909,0.408482711,6.829619699,0.249908932,1
hsa-miR-3126-5p,0.378085382,7.099004256,0.250701933,1
hsa-miR-30c-2-3p,0.409077323,7.29703059,0.250840001,1
hsa-miR-4778-5p,0.417991842,5.981292952,0.2512508,1
hsa-miR-4265,-0.418488129,5.489149172,0.251382864,1
hsa-miR-4462,0.364347177,7.006582072,0.251419666,1
hsa-miR-6890-3p,0.476321968,5.578241032,0.251503664,1
hsa-miR-4306,2.048591758,3.780074108,0.251849594,1
hsa-miR-7159-5p,0.60625387,6.318358401,0.253346165,1
hsa-miR-6810-5p,-0.576830206,5.837213103,0.253487039,1
hsa-miR-664b-5p,0.446423702,7.87953899,0.253490348,1
hsa-miR-6759-5p,-1.857919098,3.838993804,0.253532745,1
hsa-miR-548v,0.766434851,5.226670181,0.254324567,1
hsa-miR-6755-3p,-0.949063828,4.40904875,0.255175084,1
hsa-let-7g-5p,-0.44992001,11.2220127,0.256041929,1
hsa-miR-1296-3p,0.472663138,6.091425485,0.256246051,1
hsa-miR-553,0.497672954,5.325031141,0.256586596,1
hsa-miR-3941,-0.603525094,5.981256729,0.256724462,1
hsa-miR-373-5p,-0.430037582,5.82752093,0.257573923,1
hsa-miR-208b-3p,0.465397159,5.321377521,0.257786044,1
hsa-miR-6786-5p,-0.358420356,6.561696264,0.258198246,1
hsa-miR-6759-3p,-0.459049042,5.473918315,0.258380838,1
hsa-miR-5681b,0.516046676,5.897377234,0.258848444,1
hsa-miR-605-5p,0.482925702,7.764388383,0.260158846,1
hsa-miR-6781-3p,-0.497444365,6.103296857,0.260437637,1
hsa-miR-6859-5p,-0.435816847,5.289985691,0.26096352,1
hsa-miR-1322,0.652344811,4.648959309,0.261008918,1
hsa-miR-4730,0.395836763,5.996162978,0.26115069,1
hsa-miR-4690-5p,0.429476734,9.20311065,0.262209065,1
hsa-miR-4743-5p,-0.459975576,5.23295957,0.26328632,1
hsa-miR-29c-3p,-0.497758984,9.975778813,0.263867252,1
hsa-miR-4704-5p,-1.232309521,4.347293077,0.26395525,1
hsa-miR-191-3p,0.477328261,6.563467104,0.263958752,1
hsa-miR-3190-5p,-0.448630327,10.28599775,0.264090737,1
hsa-miR-3591-5p,0.804739419,4.813214931,0.265329029,1
hsa-miR-6080,0.587697795,6.170721467,0.265752552,1
hsa-miR-6874-5p,-0.396702629,5.606895828,0.265806836,1
hsa-miR-4767,0.347142689,7.530273728,0.26723664,1
hsa-miR-3613-5p,-0.474557233,8.10585091,0.267601415,1
hsa-miR-466,-0.566001136,4.764621563,0.267835146,1
hsa-miR-216a-5p,-0.397649186,6.002995022,0.267863094,1
hsa-miR-4804-5p,0.437832987,5.377255214,0.26911966,1
hsa-miR-1228-5p,0.366737392,7.126368824,0.26946505,1
hsa-miR-371b-3p,-0.593799977,4.808485114,0.269755636,1
hsa-miR-204-3p,-0.453911281,5.325143434,0.270070991,1
hsa-miR-371b-5p,-1.005503836,4.83040409,0.272464199,1
hsa-miR-302e,-1.789062517,3.815406404,0.27260089,1
hsa-miR-5702,0.589609528,4.969170735,0.273201799,1
hsa-miR-30d-5p,-0.441084417,11.92853012,0.273302363,1
hsa-miR-3130-5p,-0.406897245,10.75235247,0.273390339,1
hsa-miR-6815-3p,0.532775598,6.494098356,0.273605269,1
hsa-miR-4793-5p,-0.382847578,7.385830859,0.274182509,1
hsa-miR-5582-3p,-0.53936981,7.152139333,0.274397745,1
hsa-miR-125a-3p,-0.411794331,6.97855994,0.274930297,1
hsa-miR-4259,0.403528032,8.118833798,0.275013898,1
hsa-miR-664b-3p,-1.095441204,4.459992752,0.275200437,1
hsa-miR-29b-3p,-0.49195672,7.83533101,0.275245871,1
hsa-miR-581,-0.541551004,4.937462084,0.276056021,1
hsa-miR-4789-3p,-1.400090469,4.072911841,0.276737813,1
hsa-miR-4635,0.388646636,8.242697872,0.277458361,1
hsa-miR-5095,0.361556736,7.601870931,0.278149483,1
hsa-miR-3146,-1.66420856,4.350581909,0.278490139,1
hsa-miR-375,-0.661342361,9.112649982,0.278595808,1
hsa-miR-5700,-1.776737435,3.813478706,0.278648568,1
hsa-miR-6769b-3p,-0.5565238,6.737738715,0.27867826,1
hsa-miR-6817-3p,-0.495743364,4.946549724,0.279946546,1
hsa-miR-423-5p,-0.533154726,11.74261035,0.280855113,1
hsa-miR-6751-5p,0.431140493,5.551252569,0.281178101,1
hsa-miR-107,-0.394782122,9.166001629,0.281615378,1
hsa-miR-300,1.897751441,3.612447644,0.282577255,1
hsa-miR-8085,-0.572314122,6.49202091,0.283559826,1
hsa-miR-3197,-0.338164858,6.655569341,0.283600588,1
hsa-miR-6511a-3p,-1.125802195,4.505442957,0.283639857,1
hsa-miR-507,-1.228789262,4.289907864,0.284636189,1
hsa-miR-5694,0.332061452,7.040106824,0.285164551,1
hsa-miR-1286,0.423557968,5.6882822,0.285476561,1
hsa-miR-6821-5p,0.376152329,8.071335392,0.285476907,1
hsa-miR-5705,-0.493834354,7.715209138,0.285797568,1
hsa-miR-6738-3p,-1.01226421,4.481585095,0.285845647,1
hsa-miR-6749-3p,-0.494099847,6.215642282,0.286249687,1
hsa-miR-6511a-5p,0.362450834,6.759086618,0.28655677,1
hsa-miR-4701-3p,-0.543405197,5.145051206,0.287018151,1
hsa-miR-1273d,-0.522251897,5.011861688,0.288039011,1
hsa-miR-548l,-0.373113208,5.623456455,0.288094786,1
hsa-miR-3142,0.413468955,6.167542098,0.288167222,1
hsa-miR-7-1-3p,0.402316744,5.496629978,0.288208154,1
hsa-miR-92b-3p,-0.388093023,8.875059051,0.288239961,1
hsa-miR-3605-5p,0.493516946,5.079642731,0.2882657,1
hsa-miR-7158-5p,0.423240995,5.379455607,0.289140337,1
hsa-miR-4655-5p,-0.47702236,8.457212241,0.289151125,1
hsa-miR-625-5p,-1.112776891,4.131421566,0.289281298,1
hsa-miR-4323,-0.365463633,5.707925599,0.289322557,1
hsa-miR-374b-5p,-1.015402353,4.719413472,0.292351069,1
hsa-miR-6511b-3p,-0.395054018,6.217337187,0.293017312,1
hsa-miR-4479,-0.612386218,11.69358144,0.293036065,1
hsa-miR-593-3p,0.440135572,6.102298483,0.294441332,1
hsa-miR-221-5p,0.69234689,4.513894891,0.294940368,1
hsa-miR-582-3p,-0.37328231,5.436858047,0.296008315,1
hsa-miR-6890-5p,-0.379127441,9.616860659,0.296158186,1
hsa-miR-4676-3p,0.34854408,5.550341645,0.296726322,1
hsa-miR-9-3p,-0.464592553,4.799215515,0.297254081,1
hsa-miR-759,0.430457014,8.110652657,0.297607698,1
hsa-miR-6769b-5p,0.403322247,6.943282172,0.297612697,1
hsa-miR-145-5p,-0.398603276,7.624272606,0.298265091,1
hsa-miR-4525,-0.708951625,5.26504307,0.298332149,1
hsa-miR-3606-3p,-1.102579592,4.352480605,0.298758172,1
hsa-miR-7112-5p,0.382703995,5.393112248,0.298810128,1
hsa-miR-7854-3p,-0.419802629,6.369938043,0.298893006,1
hsa-miR-186-5p,-0.436932115,7.744054716,0.299012744,1
hsa-miR-6870-3p,-0.571737165,6.189972314,0.29952013,1
hsa-miR-1273f,-1.037592861,4.52098566,0.299597347,1
hsa-miR-499b-3p,1.790090638,4.131716774,0.300152994,1
hsa-miR-3978,-0.44912421,5.922223645,0.300291188,1
hsa-miR-486-3p,-1.068476315,8.114762054,0.300949125,1
hsa-miR-1260b,-0.472259096,5.96021517,0.301232773,1
hsa-miR-610,0.476480803,7.54872081,0.30147439,1
hsa-miR-6881-3p,0.374993002,7.002629265,0.3024361,1
hsa-miR-1250-3p,0.420365223,6.291902413,0.304022252,1
hsa-miR-3622a-5p,0.500572798,4.719990054,0.304155418,1
hsa-miR-3617-3p,-0.896362071,7.488113242,0.305614844,1
hsa-miR-6775-5p,-0.392425204,7.294038001,0.307804811,1
hsa-miR-597-3p,0.416890634,6.595891363,0.308136278,1
hsa-miR-378g,1.201708575,4.123814454,0.308325946,1
hsa-miR-455-5p,-0.376899485,5.698920539,0.308478249,1
hsa-miR-548at-5p,-1.688937813,3.897206409,0.30896394,1
hsa-miR-6877-3p,-0.357586654,6.014711452,0.309159832,1
hsa-miR-573,-1.140187241,4.276044024,0.309487117,1
hsa-miR-154-5p,-0.509921224,5.791884762,0.309864929,1
hsa-miR-4293,0.410169949,6.850756926,0.310698575,1
hsa-miR-579-3p,1.839600975,4.035536422,0.311627644,1
hsa-miR-205-3p,-0.416431161,5.327160508,0.31176326,1
hsa-miR-4537,0.366153956,6.848867013,0.312700078,1
hsa-miR-6128,1.806672701,3.55934338,0.312790082,1
hsa-miR-3691-5p,-0.393439834,7.577191933,0.313016775,1
hsa-miR-450a-2-3p,-0.535650546,5.468174771,0.313055522,1
hsa-miR-2276-5p,-0.300159764,6.300439537,0.313184314,1
hsa-miR-27b-3p,-0.428098031,13.36436441,0.313566982,1
hsa-miR-6126,-0.45653928,10.06774255,0.313576087,1
hsa-miR-378b,0.632651303,4.441025096,0.314975931,1
hsa-miR-6720-5p,-0.400765301,7.566478161,0.31510336,1
hsa-miR-6842-3p,-0.401834935,5.397256549,0.316335737,1
hsa-miR-1915-5p,0.316860626,7.532038294,0.317729659,1
hsa-miR-3166,0.544069567,5.909516514,0.317774188,1
hsa-miR-4260,-0.346808246,7.501401739,0.318794843,1
hsa-miR-661,-0.428738568,5.847323345,0.319272446,1
hsa-miR-4668-3p,-0.430298729,5.018040673,0.319319289,1
hsa-miR-3186-3p,0.429529031,7.584466425,0.31949777,1
hsa-miR-3152-5p,0.399064481,5.535596687,0.319504172,1
hsa-miR-6746-5p,-0.365103885,6.696018902,0.319652157,1
hsa-miR-7110-3p,-0.398849061,6.806039714,0.320054155,1
hsa-miR-495-3p,0.536764889,4.843844784,0.32022792,1
hsa-miR-3908,0.447283937,5.167083475,0.32052565,1
hsa-miR-1263,0.372645943,6.370226362,0.320544212,1
hsa-miR-6787-5p,0.344739243,8.358710563,0.321553024,1
hsa-miR-3610,-0.408087047,6.396049349,0.321877539,1
hsa-miR-3170,-0.367820203,6.840580668,0.322309019,1
hsa-miR-3935,0.528431161,9.805308177,0.322493629,1
hsa-miR-571,-0.37416415,5.199031851,0.323194974,1
hsa-miR-3651,-0.401577576,10.0653522,0.324737702,1
hsa-miR-4768-3p,-1.023714505,5.085080885,0.324739458,1
hsa-miR-3139,1.67590565,3.837068076,0.32622286,1
hsa-miR-4490,-0.47050284,4.750159874,0.326480049,1
hsa-miR-6514-3p,0.477943913,5.370641636,0.326788551,1
hsa-miR-4294,-1.643197926,4.103332431,0.326978605,1
hsa-miR-3138,0.354269019,6.231891715,0.327235396,1
hsa-miR-584-3p,-0.354986142,6.706585215,0.327919359,1
hsa-miR-4495,0.514758747,4.73837776,0.328293613,1
hsa-miR-7107-3p,-0.906689697,4.796514196,0.328614162,1
hsa-miR-6507-3p,-0.478076292,5.348780263,0.328943134,1
hsa-miR-4694-5p,0.458761409,4.838162665,0.329136615,1
hsa-miR-4281,-0.512634843,6.57010903,0.329413984,1
hsa-miR-181d-5p,0.328221542,5.488562043,0.329885459,1
hsa-miR-5000-5p,0.708994906,4.771034121,0.330736606,1
hsa-miR-6861-5p,-0.456525434,5.340693795,0.331541666,1
hsa-miR-671-3p,-0.314153304,6.582792038,0.331862923,1
hsa-miR-3135b,-0.443084707,9.562904246,0.33221048,1
hsa-miR-6075,-0.352423151,9.270912382,0.332210771,1
hsa-miR-3134,-0.984290154,4.359710527,0.332884104,1
hsa-miR-1343-5p,-0.331669363,6.664703502,0.3329387,1
hsa-let-7i-5p,-0.389231186,14.1530013,0.333385117,1
hsa-miR-4776-3p,-0.393004972,11.2516797,0.334173775,1
hsa-miR-6846-5p,-0.328521946,6.905915717,0.334315778,1
hsa-miR-221-3p,-0.50712662,10.57646265,0.334493775,1
hsa-miR-183-3p,-0.479823881,5.970660022,0.334695654,1
hsa-miR-548f-5p,-1.612485138,3.717256183,0.334867089,1
hsa-miR-3922-5p,0.410937821,5.087816217,0.335161804,1
hsa-miR-103a-2-5p,0.298516848,7.07420088,0.336225817,1
hsa-miR-4770,0.38554335,5.593022099,0.336354973,1
hsa-miR-587,-1.186114476,4.648782066,0.337014044,1
hsa-miR-3652,0.406066115,8.360475738,0.337577906,1
hsa-miR-323b-5p,-0.303489175,6.51104173,0.337623656,1
hsa-miR-6816-5p,-0.453200348,10.3623201,0.337706592,1
hsa-miR-3187-5p,0.41930346,9.26102374,0.33808825,1
hsa-miR-3929,0.453383793,6.005713586,0.338221516,1
hsa-miR-6839-3p,-1.511575725,3.90320155,0.339462792,1
hsa-miR-219a-1-3p,0.374338318,5.880059717,0.339789097,1
hsa-miR-548a-5p,-0.474861634,5.352319467,0.340168801,1
hsa-miR-4286,-0.412941154,5.734935558,0.341361334,1
hsa-miR-1247-5p,-0.368851617,7.919395347,0.341844531,1
hsa-miR-122-5p,0.609607686,12.98759225,0.342078068,1
hsa-miR-4266,0.404249009,5.456552495,0.34224726,1
hsa-miR-4677-3p,0.547790775,5.270445168,0.342507075,1
hsa-miR-548b-3p,1.080791742,4.375965112,0.342566821,1
hsa-miR-3529-5p,1.726379197,3.614444966,0.34308535,1
hsa-miR-1269a,0.314305085,5.887749807,0.343295416,1
hsa-miR-6807-3p,-0.498039061,4.542392127,0.344573311,1
hsa-miR-103a-3p,-0.386554343,11.32965732,0.344957545,1
hsa-miR-6811-5p,0.452408595,5.571373816,0.344988315,1
hsa-miR-23b-5p,-0.363778849,6.02374825,0.346371812,1
hsa-miR-6826-3p,-0.330029468,7.858589104,0.346438895,1
hsa-miR-3621,0.328730509,6.808919644,0.347373277,1
hsa-miR-4732-3p,-0.362301237,5.767894279,0.348794729,1
hsa-miR-6857-5p,0.315355705,7.535303888,0.349034676,1
hsa-miR-6753-5p,-0.431884946,5.547173922,0.349043158,1
hsa-miR-4796-3p,-1.544555934,3.687072159,0.3491041,1
hsa-miR-509-5p,0.352863566,7.277929906,0.350131844,1
hsa-miR-4709-3p,-0.467966904,5.160203013,0.35128179,1
hsa-miR-589-5p,0.335423881,5.746151815,0.352102952,1
hsa-miR-6825-3p,-0.339560373,7.226557754,0.352847714,1
hsa-miR-4330,0.336753482,7.273632128,0.353674195,1
hsa-miR-371a-3p,-0.356874777,6.200436368,0.353878222,1
hsa-miR-147b,1.14054895,4.063131093,0.3539128,1
hsa-miR-3189-5p,0.412558839,5.54349338,0.35435883,1
hsa-miR-6745,-0.387453523,6.034449977,0.355003965,1
hsa-miR-3681-5p,0.985803932,4.566790265,0.355585393,1
hsa-miR-8062,0.52934907,4.984907219,0.355942235,1
hsa-miR-548as-5p,-0.982375223,4.235377171,0.356193864,1
hsa-miR-6501-3p,0.519433407,4.900801541,0.35623835,1
hsa-miR-8058,0.384218043,6.219847144,0.356605628,1
hsa-miR-6721-5p,0.302693253,6.533054739,0.356609441,1
hsa-miR-548ac,-0.319602901,5.863531794,0.357049464,1
hsa-miR-6814-3p,-0.428868042,7.677469959,0.357231397,1
hsa-miR-1277-5p,-0.922165976,4.691601182,0.357524869,1
hsa-miR-6756-3p,-0.426420422,7.757227924,0.357553462,1
hsa-miR-1199-3p,0.325791033,6.282287252,0.357644738,1
hsa-miR-4422,0.521151842,4.680790828,0.357918807,1
hsa-miR-6742-5p,-0.402155583,9.796468091,0.358074808,1
hsa-miR-3689b-3p,1.032262105,4.233654273,0.358454415,1
hsa-miR-5003-3p,0.640537493,9.306331668,0.358793269,1
hsa-miR-1224-5p,0.374388855,7.484581736,0.358837726,1
hsa-miR-568,-0.400305056,6.073136953,0.359003597,1
hsa-miR-5187-3p,-0.389781352,5.284117595,0.359543368,1
hsa-miR-4470,0.507836667,5.712610218,0.359712701,1
hsa-miR-5191,-0.411471823,6.414498308,0.359798782,1
hsa-miR-943,0.290275063,7.300342811,0.360955898,1
hsa-miR-3923,0.343735468,6.136496701,0.361859173,1
hsa-miR-617,-0.956069828,4.486664153,0.362245897,1
hsa-miR-4507,0.359628852,5.561446325,0.362333109,1
hsa-miR-1207-5p,0.358142647,7.208050703,0.362370896,1
hsa-let-7c-5p,-0.401569561,13.69493522,0.362520741,1
hsa-miR-1204,0.412235889,7.698578576,0.363206681,1
hsa-miR-4697-3p,0.372594342,7.711362156,0.363577194,1
hsa-let-7d-5p,-0.381211315,10.99067667,0.363743941,1
hsa-miR-3667-3p,-0.378367225,5.819322958,0.364511444,1
hsa-miR-6880-3p,0.279313276,7.918039394,0.364535246,1
hsa-miR-4274,-0.385762551,10.79790307,0.364895033,1
hsa-miR-600,0.346014895,6.835940389,0.366274313,1
hsa-miR-6511b-5p,-0.328958387,6.762648115,0.367191096,1
hsa-miR-7111-5p,0.406234385,5.702922395,0.368116244,1
hsa-miR-6127,-0.408032061,6.870076938,0.369103522,1
hsa-miR-873-3p,-0.30296499,6.492679774,0.369315189,1
hsa-miR-4298,-0.424232384,5.401709944,0.369728486,1
hsa-miR-651-5p,0.319590811,5.910767623,0.36989392,1
hsa-miR-5591-5p,0.310906413,8.904128955,0.37001073,1
hsa-miR-1908-3p,-0.279497151,7.72042928,0.370443327,1
hsa-miR-6798-3p,-0.364224302,7.321126868,0.370636572,1
hsa-miR-4262,0.366181374,5.096547043,0.371197608,1
hsa-miR-548w,-1.386227068,3.752509586,0.371714736,1
hsa-miR-25-5p,-0.327154413,8.966658113,0.372650419,1
hsa-miR-4707-3p,-0.304312173,7.783815266,0.372894038,1
hsa-miR-372-5p,-1.492525397,3.749426402,0.372916696,1
hsa-miR-148a-5p,0.372156012,5.75761742,0.373876974,1
hsa-miR-4640-5p,0.296834777,6.316178582,0.374489652,1
hsa-miR-4296,0.36483805,6.060399679,0.374641024,1
hsa-let-7i-3p,-1.418839326,3.811484042,0.375070807,1
hsa-miR-548au-5p/548c-5p/548o-5p/548am-5p,-0.35293281,5.419323947,0.375101072,1
hsa-miR-3188,-0.308868359,5.964950627,0.37514185,1
hsa-miR-890,-0.946105488,4.23603776,0.375240126,1
hsa-miR-34a-5p,-0.414101891,9.562977975,0.375244667,1
hsa-miR-6886-5p,0.290586459,7.449362576,0.375873156,1
hsa-miR-5697,-0.438845506,7.333451689,0.376344555,1
hsa-miR-488-3p,0.329726408,9.801132484,0.376439659,1
hsa-miR-9-5p,-0.491805586,6.238462491,0.376472328,1
hsa-miR-1306-3p,0.288605521,7.706980747,0.377030524,1
hsa-miR-6715a-3p,0.357837058,5.061648462,0.377395028,1
hsa-miR-520a-3p,-0.851688443,4.603072055,0.377654404,1
hsa-miR-6081,-0.318578619,6.679545852,0.377910476,1
hsa-miR-6839-5p,0.350500196,5.952259564,0.378913137,1
hsa-miR-4783-5p,-0.322341567,6.930019447,0.37921677,1
hsa-miR-125b-2-3p,-0.341688551,8.185991009,0.380075791,1
hsa-miR-6728-5p,-0.310083512,6.640963239,0.380190817,1
hsa-miR-185-3p,0.32880215,6.323074169,0.380195358,1
hsa-miR-6499-3p,1.014728361,4.655078305,0.380333656,1
hsa-miR-21-3p,-0.306303153,7.333311979,0.38073124,1
hsa-miR-6074,-0.409788603,9.005431302,0.38092418,1
hsa-miR-2909,-0.335655394,6.446658864,0.382202824,1
hsa-miR-378a-3p,-0.407355384,8.473192114,0.383524148,1
hsa-miR-92b-5p,-0.331477024,7.033294327,0.383908931,1
hsa-miR-20a-5p,-0.305337737,8.977511086,0.384595286,1
hsa-miR-3180-5p,-0.280517154,7.349934146,0.384783954,1
hsa-miR-6785-3p,0.279962152,8.013310624,0.385073103,1
hsa-miR-4474-5p,0.322534497,6.995732107,0.386825786,1
hsa-miR-412-3p,0.255042922,6.899423005,0.387465946,1
hsa-miR-513b-5p,-1.37406602,3.83127616,0.387590725,1
hsa-miR-184,-0.368227772,6.643056624,0.387938696,1
hsa-miR-802,0.387422849,5.540990161,0.389182194,1
hsa-miR-2392,-0.326571369,8.112932356,0.38987903,1
hsa-miR-4485-5p,0.544496975,6.978085193,0.390363908,1
