,logFC,logCPM,PValue,FDR
hsa-miR-4772-3p,-0.274997125,5.036466849,0.589657823,1
hsa-miR-657,0.257825718,5.698726888,0.589765823,1
hsa-miR-652-5p,-0.292040332,5.580625198,0.589909439,1
hsa-miR-7162-3p,-0.174510067,7.140436275,0.59095899,1
hsa-miR-7153-5p,-0.285397219,4.713277296,0.592236246,1
hsa-miR-219b-5p,-0.241272322,14.95493379,0.592627782,1
hsa-miR-567,-0.30318186,4.865932007,0.592917554,1
hsa-miR-939-3p,0.228091073,5.186272651,0.593082725,1
hsa-miR-4517,0.286492308,4.853653706,0.59394686,1
hsa-miR-6737-3p,-0.227488549,8.337642097,0.595136985,1
hsa-miR-4785,0.193791932,9.427168555,0.595190389,1
hsa-miR-3194-5p,-0.292649716,8.380123883,0.595301592,1
hsa-miR-4707-5p,-0.186613355,8.064775084,0.595349298,1
hsa-miR-510-3p,0.248512066,8.384464403,0.595558273,1
hsa-miR-885-3p,0.187956718,9.403294798,0.595755279,1
hsa-miR-17-5p,-0.202050109,6.645205008,0.5957716,1
hsa-miR-1301-5p,0.186635305,5.587327886,0.596060232,1
hsa-miR-1284,0.185522818,6.233089835,0.596314191,1
hsa-miR-6501-5p,-0.242639906,5.796455331,0.596871669,1
hsa-miR-5583-5p,-0.309658194,5.536910663,0.597009497,1
hsa-miR-6072,0.260966895,5.833981011,0.597011072,1
hsa-miR-1273g-5p,-0.35523978,4.802757875,0.597095822,1
hsa-miR-6854-5p,-0.292920894,5.184406781,0.598945237,1
hsa-miR-3117-5p,-0.195707027,6.51090857,0.599561345,1
hsa-miR-548ad-5p,-0.547088001,4.382046649,0.599882337,1
hsa-miR-6752-5p,-0.188630005,7.646220707,0.601699061,1
hsa-miR-6073,0.289203363,5.22018886,0.601852788,1
hsa-miR-99a-3p,-0.188425624,5.347340753,0.602380845,1
hsa-miR-150-5p,-0.189773346,7.319911177,0.602823214,1
hsa-miR-4464,0.58549341,4.421255583,0.603066741,1
hsa-miR-151b/151a-5p,-0.225055655,7.436696762,0.603652504,1
hsa-miR-6847-5p,0.217912289,5.19203506,0.603710728,1
hsa-miR-6505-3p,0.185846802,8.013817224,0.604162925,1
hsa-miR-1182,0.288333591,6.936738088,0.604234826,1
hsa-miR-320e,0.264489592,9.53927472,0.605854152,1
hsa-miR-6766-5p,0.247792798,5.40726014,0.606243655,1
hsa-miR-6859-3p,0.273771651,5.572072536,0.606293928,1
hsa-miR-4713-5p,0.172146667,6.083375671,0.606512302,1
hsa-miR-1255a,-0.816527033,3.670687128,0.606543492,1
hsa-miR-4731-3p,-0.225564868,5.932972512,0.606544982,1
hsa-miR-3938,0.210006547,11.39539158,0.606878466,1
hsa-miR-875-3p,0.26258168,6.253861995,0.607162381,1
hsa-miR-4797-3p,0.232760916,6.232315522,0.607885058,1
hsa-miR-4256,0.341965239,5.790136658,0.608728545,1
hsa-miR-4674,0.186024199,7.984836323,0.609138236,1
hsa-miR-7846-3p,-0.172171188,5.523670722,0.609781918,1
hsa-miR-5587-3p,0.174031763,6.64231857,0.609958364,1
hsa-miR-4307,0.214254802,5.241547747,0.61011056,1
hsa-miR-190b,-0.173085686,6.147366218,0.611160322,1
hsa-miR-937-3p,-0.198855727,6.323535162,0.6111879,1
hsa-miR-4448,-0.172114555,6.454028802,0.613217394,1
hsa-miR-6851-5p,-0.186600931,7.703092848,0.61346343,1
hsa-miR-3653-5p,0.197310172,6.022752308,0.614426717,1
hsa-miR-1265,0.192494575,5.774705943,0.614519973,1
hsa-miR-6764-5p,0.177229077,6.851033577,0.614571391,1
hsa-miR-3162-5p,0.229815447,7.181038014,0.615517034,1
hsa-miR-483-5p,-0.268426788,12.95410657,0.615621479,1
hsa-miR-4795-5p,-0.244406231,5.720630504,0.616876344,1
hsa-miR-6855-5p,-0.165705018,8.957048197,0.617072759,1
hsa-miR-19b-2-5p,0.848687361,3.856000725,0.617205934,1
hsa-miR-191-5p,-0.217181144,11.81829944,0.617426595,1
hsa-miR-6737-5p,-0.151170892,7.460733841,0.617924014,1
hsa-miR-6828-5p,-0.21941405,5.546775624,0.61795437,1
hsa-miR-525-3p,-0.195502555,6.08898439,0.618349377,1
hsa-miR-6804-3p,0.234510684,6.058839226,0.618369538,1
hsa-miR-8068,0.259720607,4.897317012,0.619026081,1
hsa-miR-1268b,0.198774458,7.794278077,0.620349003,1
hsa-miR-4652-3p,0.176166761,5.873276755,0.620730099,1
hsa-miR-128-3p,-0.192357198,10.52579165,0.621108503,1
hsa-miR-5692a,0.182546362,13.59236871,0.621739166,1
hsa-miR-3192-5p,0.197468107,5.232710866,0.623064663,1
hsa-miR-3202,0.196715643,5.678094641,0.624392483,1
hsa-miR-936,-0.22329068,7.233327486,0.625466472,1
hsa-miR-494-5p,-0.574147933,4.127408714,0.625685131,1
hsa-miR-7157-3p,-0.274977385,5.027346573,0.625838472,1
hsa-miR-34c-3p,-0.167069066,8.03592485,0.626097083,1
hsa-miR-7843-3p,0.206664654,6.420893012,0.627202039,1
hsa-miR-4680-5p,0.183896044,6.814642459,0.627423062,1
hsa-miR-1275,-0.214668018,5.286798702,0.627430353,1
hsa-miR-34b-3p,-0.273274911,4.853958651,0.62747453,1
hsa-miR-4540,-0.271361699,5.792112591,0.628558447,1
hsa-miR-503-3p,-0.149679495,6.528462748,0.629305397,1
hsa-miR-4714-3p,0.207016326,8.537468876,0.629329103,1
hsa-miR-524-3p,-0.303587266,5.671841815,0.62960916,1
hsa-miR-5585-5p,0.177923135,5.938303453,0.630146753,1
hsa-miR-4723-3p,-0.187250379,5.336098198,0.630891692,1
hsa-miR-6715b-3p,0.198886718,7.288710788,0.631338701,1
hsa-miR-3912-5p,-0.305994959,7.026913221,0.632481208,1
hsa-miR-6753-3p,0.216991973,5.342489348,0.632906848,1
hsa-miR-6827-5p,0.217631989,5.640400312,0.632984884,1
hsa-miR-1236-5p,-0.168844899,7.941922707,0.633094638,1
hsa-miR-6769a-5p,0.178900741,6.051210873,0.633104393,1
hsa-miR-3200-5p,-0.208154263,6.956711891,0.633616567,1
hsa-miR-3687,-0.161306369,5.947488332,0.634377514,1
hsa-miR-3650,-0.784164709,3.868098243,0.634820535,1
hsa-miR-3692-5p,-0.147589188,6.438144461,0.634841678,1
hsa-miR-545-3p,-0.674587916,4.067508481,0.634863422,1
hsa-miR-4476,0.190249569,5.780832136,0.635019098,1
hsa-miR-4649-3p,-0.210785666,8.944189936,0.635096738,1
hsa-miR-6834-3p,-0.228192773,5.141147744,0.635215545,1
hsa-miR-6090,-0.192712705,7.075580986,0.635822747,1
hsa-miR-4747-5p,0.560115095,4.086564575,0.636044572,1
hsa-miR-1179,0.266249288,5.285059587,0.637047581,1
hsa-miR-152-5p,0.173341113,13.23830388,0.637277282,1
hsa-miR-378j,-0.262928021,4.765165324,0.637609699,1
hsa-miR-4734,0.164519107,7.052757052,0.637943584,1
hsa-miR-6886-3p,0.211077169,7.307575253,0.638200021,1
hsa-miR-3186-5p,0.522498088,4.653448496,0.638671915,1
hsa-miR-30a-5p,0.192964405,13.14180323,0.638785885,1
hsa-miR-770-5p,-0.266263504,5.319913286,0.638809561,1
hsa-miR-6747-3p,-0.206340558,6.396533493,0.638815904,1
hsa-miR-6874-3p,-0.800049221,3.578517622,0.639088301,1
hsa-miR-378d,-0.659212597,5.085265542,0.639192985,1
hsa-miR-325,-0.370274463,5.084798294,0.639310971,1
hsa-miR-3663-3p,-0.149042168,6.573326152,0.639631697,1
hsa-miR-127-5p,-0.184503802,6.275823763,0.639820588,1
hsa-miR-6727-5p,0.16498366,7.291049292,0.639898077,1
hsa-miR-5093,-0.252389113,4.952097616,0.640075804,1
hsa-miR-516a-5p,-0.526543255,4.151856107,0.640194896,1
hsa-miR-9500,0.533708855,4.362238412,0.640211244,1
hsa-miR-512-5p,0.203540291,6.596098861,0.640392189,1
hsa-miR-1307-3p,-0.172109042,12.75004063,0.640616155,1
hsa-miR-424-5p,-0.184715946,11.2011461,0.640771239,1
hsa-miR-3680-3p,0.158263358,6.805064687,0.641765586,1
hsa-miR-105-5p,-0.177819774,6.38182836,0.642662835,1
hsa-miR-6889-3p,-0.205187536,5.203614682,0.642989235,1
hsa-miR-651-3p,0.23138343,5.203069455,0.643201667,1
hsa-miR-4531,0.310566398,7.58171972,0.643264442,1
hsa-miR-5088-5p,0.194506057,9.320719739,0.643604066,1
hsa-miR-6782-3p,0.243853896,5.217592622,0.643828955,1
hsa-miR-4787-5p,0.151893769,7.55517989,0.644441376,1
hsa-miR-4303,0.201001869,8.767512907,0.644577923,1
hsa-miR-6774-5p,0.206364337,5.140583986,0.64511001,1
hsa-miR-6716-5p,0.230113917,5.295499306,0.645368248,1
hsa-miR-3064-5p,0.21266422,9.531250176,0.645409906,1
hsa-miR-6768-3p,0.183300645,5.155383492,0.645586239,1
hsa-miR-557,-0.171017061,7.518391367,0.647471629,1
hsa-miR-889-3p,-0.210495876,6.527496112,0.647586504,1
hsa-miR-421,0.205380358,5.429733188,0.647715767,1
hsa-miR-103b,-0.181460676,7.764462928,0.647780426,1
hsa-miR-4722-5p,-0.151616002,6.510355762,0.650066356,1
hsa-miR-362-5p,-0.20282654,5.132302218,0.650543468,1
hsa-miR-5689,0.576598661,4.346138273,0.650560813,1
hsa-miR-378i,0.240447327,5.156347482,0.650747383,1
hsa-miR-409-5p,-0.174148419,6.246291867,0.650848502,1
hsa-miR-6889-5p,0.146992232,8.254460863,0.651370464,1
hsa-miR-1908-5p,0.14999142,6.966172694,0.651431838,1
hsa-miR-2116-3p,-0.201769942,5.592984673,0.651476189,1
hsa-miR-4718,0.187684493,7.161545587,0.651728912,1
hsa-miR-4749-5p,0.182664169,6.504293942,0.652004145,1
hsa-miR-487b-3p,-0.200176752,7.734157011,0.652077206,1
hsa-miR-5688,0.540249908,3.99276794,0.652190038,1
hsa-miR-6082,0.198771303,5.86725066,0.652519596,1
hsa-miR-4737,-0.259681094,5.717624673,0.652534728,1
hsa-miR-378e,-0.743859987,3.800892181,0.652563403,1
hsa-miR-921,-0.179481517,8.791760964,0.653025214,1
hsa-miR-378h,0.582249634,4.077444172,0.653117629,1
hsa-miR-7156-5p,0.277424219,4.491517782,0.653516053,1
hsa-miR-3174,-0.22605011,11.14555766,0.653694775,1
hsa-miR-4753-3p,0.263720202,4.983870876,0.654384712,1
hsa-miR-450b-3p,-0.515121864,3.787930448,0.654775212,1
hsa-miR-8083,-0.164529217,6.541959563,0.655809925,1
hsa-miR-4687-3p,-0.214327888,6.730529905,0.657194578,1
hsa-miR-449c-3p,0.177179,7.377231227,0.657960014,1
hsa-miR-4527,0.51257406,4.640537453,0.658918992,1
hsa-miR-373-3p,0.517271541,4.175764677,0.658995723,1
hsa-miR-1252-5p,0.197183301,5.780994609,0.659039176,1
hsa-miR-4445-5p,-0.233904321,4.842745952,0.659094787,1
hsa-miR-3190-3p,0.24642776,4.636836999,0.660647546,1
hsa-miR-6894-3p,-0.183356565,5.765801347,0.660693814,1
hsa-miR-892c-3p,-0.732969097,3.600712755,0.660752738,1
hsa-miR-1227-5p,0.152675069,6.320054951,0.66085131,1
hsa-miR-1287-5p,0.181777133,7.401255743,0.660946938,1
hsa-miR-497-3p,-0.204527662,5.76927686,0.661869357,1
hsa-miR-6824-3p,-0.76981892,3.639889883,0.662348483,1
hsa-miR-5706,0.185924268,6.132154396,0.662737677,1
hsa-miR-5696,-0.411712618,4.252005205,0.662751059,1
hsa-miR-4523,-0.15095919,6.324613744,0.66285096,1
hsa-miR-3922-3p,-0.285774109,4.50019364,0.663112954,1
hsa-miR-6820-3p,-0.166053885,8.046643571,0.663588452,1
hsa-miR-4728-5p,0.264531149,4.934382559,0.665026501,1
hsa-miR-6852-5p,0.176044304,5.358859159,0.66561315,1
hsa-miR-6730-3p,-0.154816804,6.149460851,0.665727801,1
hsa-miR-6769a-3p,-0.211021024,4.95415017,0.665869771,1
hsa-miR-511-3p,0.494707372,4.503651823,0.666044434,1
hsa-miR-4723-5p,-0.307284042,4.727929056,0.666071929,1
hsa-miR-6510-5p,-0.177927457,5.937879527,0.666431274,1
hsa-miR-6731-5p,0.135124879,6.76742197,0.66659424,1
hsa-miR-6793-3p,-0.167172569,7.173234439,0.666644769,1
hsa-miR-4444,0.213843386,9.895611066,0.666651788,1
hsa-miR-596,-0.166404226,7.725258109,0.666821651,1
hsa-miR-3131,0.143824127,7.557650957,0.667025569,1
hsa-miR-4784,-0.168259658,7.821103403,0.667365653,1
hsa-miR-424-3p,-0.169822043,9.142429301,0.667501761,1
hsa-miR-3200-3p,-0.213624973,6.436732159,0.667847036,1
hsa-miR-6779-5p,0.18799937,8.161512447,0.667985923,1
hsa-miR-8055,-0.162883787,8.293677608,0.668088677,1
hsa-miR-4696,-0.217868924,7.66237014,0.668593708,1
hsa-miR-3198,0.139278776,6.660963717,0.669310763,1
hsa-miR-4760-3p,-0.440660997,4.733843779,0.669417756,1
hsa-miR-6869-5p,-0.155263771,7.888656922,0.669590896,1
hsa-miR-1294,0.23217015,6.151456223,0.669767826,1
hsa-miR-516b-5p,-0.278489778,5.369057451,0.669816659,1
hsa-miR-7159-3p,0.754445517,3.724665372,0.670110681,1
hsa-miR-126-5p,-0.210405737,10.74216987,0.670324112,1
hsa-miR-8079,0.158855936,5.255995177,0.671274674,1
hsa-miR-4437,-0.143744869,6.623754423,0.671539179,1
hsa-miR-5572,-0.148717126,6.889583164,0.671577224,1
hsa-miR-561-5p,0.690423729,3.300992159,0.67233621,1
hsa-miR-933,-0.183612703,7.854789515,0.67266232,1
hsa-miR-320c,0.193956441,9.643377352,0.672963035,1
hsa-miR-1539,-0.18580302,6.489250761,0.673509714,1
hsa-miR-659-3p,-0.190984331,5.573531322,0.673730223,1
hsa-miR-4532,-0.13145454,6.584737135,0.674619756,1
hsa-miR-5682,-0.218888872,5.891922957,0.674822297,1
hsa-miR-4420,0.434506551,4.694664867,0.67488425,1
hsa-miR-4632-5p,-0.150666962,11.44362173,0.675013013,1
hsa-miR-572,0.134529755,6.903157429,0.675223445,1
hsa-miR-3681-3p,0.45003135,4.645789348,0.675912742,1
hsa-miR-1271-3p,-0.182840955,6.831271663,0.676523893,1
hsa-miR-331-5p,0.155649512,6.252162308,0.676837412,1
hsa-miR-4524a-3p,-0.170387953,6.129012892,0.677873067,1
hsa-miR-1236-3p,-0.147620123,6.149512959,0.678181566,1
hsa-miR-4447,-0.211310133,5.021932258,0.678383869,1
hsa-miR-6894-5p,0.151586608,5.902509905,0.678555603,1
hsa-miR-1270,0.14201233,7.900479214,0.67857884,1
hsa-miR-6802-5p,-0.141144427,7.531774075,0.679003029,1
hsa-miR-502-5p,-0.764668608,3.796719507,0.679303334,1
hsa-miR-548d-3p,-0.729742429,4.365965815,0.679340806,1
hsa-miR-6872-3p,-0.173427409,6.143595114,0.679367532,1
hsa-miR-4327,0.136294671,6.935384631,0.680180524,1
hsa-miR-4520-3p,0.274168527,5.442287985,0.680228072,1
hsa-miR-4746-3p,0.156806457,9.456825657,0.680258554,1
hsa-miR-6826-5p,0.183632248,5.503443775,0.680904974,1
hsa-miR-6761-3p,-0.21471118,6.136962019,0.680908885,1
hsa-miR-3122,-0.233577775,5.899342605,0.681636248,1
hsa-miR-1469,-0.14437849,7.052937863,0.681685534,1
hsa-miR-3934-5p,0.133582567,6.645272145,0.682796688,1
hsa-miR-99b-5p,-0.176193548,10.28401846,0.683710771,1
hsa-miR-17-3p,0.192609596,4.804061961,0.684109011,1
hsa-miR-6512-5p,-0.284948287,4.725752779,0.684398355,1
hsa-miR-876-5p,0.472057412,4.167042626,0.685308497,1
hsa-miR-6762-3p,-0.193305353,5.051326169,0.685942451,1
hsa-miR-137,0.161783285,8.461966342,0.686382592,1
hsa-miR-7106-3p,0.162050343,5.445278069,0.687775193,1
hsa-miR-3159,0.160152016,5.940402475,0.68800712,1
hsa-miR-6125,0.129930635,7.393993717,0.689364355,1
hsa-miR-6792-3p,0.14453642,8.101105124,0.690058938,1
hsa-miR-6165,-0.134304764,6.896414719,0.691183112,1
hsa-miR-7161-3p,0.164506189,5.491286498,0.691324113,1
hsa-miR-4727-5p,0.216162655,4.732259793,0.691365324,1
hsa-miR-3196,-0.130781813,6.436869921,0.69138464,1
hsa-miR-548h-5p,-0.243473885,5.098260076,0.692011224,1
hsa-miR-887-3p,-0.136649758,6.543150277,0.693173237,1
hsa-miR-6131,0.15296896,5.853351725,0.693959019,1
hsa-miR-4452,0.177864307,4.891837494,0.694745458,1
hsa-miR-5787,-0.126957303,7.060613285,0.694955586,1
hsa-miR-562,0.139429567,6.716697298,0.69536638,1
hsa-miR-3143,-0.18099437,5.705930217,0.695973294,1
hsa-miR-6853-5p,0.157005346,5.672518815,0.696453978,1
hsa-miR-6887-3p,-0.146643046,9.089952374,0.69661207,1
hsa-miR-4744,0.124993104,6.353903118,0.696944944,1
hsa-miR-30b-5p,-0.151725355,6.690173762,0.697051215,1
hsa-miR-4703-5p,0.682808717,3.506569711,0.697406279,1
hsa-miR-6726-3p,0.111867984,7.241848412,0.69775342,1
hsa-miR-3177-3p,-0.171687133,5.751919104,0.698042464,1
hsa-miR-4636,0.180028431,5.545141253,0.698445805,1
hsa-miR-3913-3p,0.206888088,4.808010301,0.698906195,1
hsa-miR-154-3p,0.142823221,5.042783143,0.699133724,1
hsa-miR-549a,0.165949292,5.1963135,0.699554918,1
hsa-miR-1295b-3p,0.171428041,5.49957431,0.699752806,1
hsa-miR-6883-5p,-0.149031615,9.031147792,0.700281614,1
hsa-miR-4474-3p,-0.171992558,4.990126457,0.700394908,1
hsa-miR-4270,0.208414238,5.596915185,0.700499908,1
hsa-miR-4706,-0.151091854,7.045511613,0.701272645,1
hsa-miR-3136-5p,0.20856288,4.8695201,0.701282357,1
hsa-miR-4450,0.159188926,5.805896827,0.701339704,1
hsa-miR-218-2-3p,0.158763925,10.72912255,0.701379308,1
hsa-miR-4489,0.159987008,6.181548796,0.70158188,1
hsa-miR-552-3p,-0.175814285,5.128039782,0.701622708,1
hsa-miR-3126-3p,0.12387349,7.133930536,0.701935548,1
hsa-miR-510-5p,-0.155369889,6.917514896,0.702363998,1
hsa-miR-7154-3p,0.44645098,4.217834734,0.703243123,1
hsa-miR-4653-3p,0.180020621,7.691489642,0.703295513,1
hsa-miR-5194,-0.183694188,5.952299795,0.703723873,1
hsa-miR-4264,0.176818941,8.038621524,0.703811549,1
hsa-miR-7110-5p,0.14060903,6.245755444,0.704529486,1
hsa-miR-548at-3p,0.642803523,4.067691341,0.704648278,1
hsa-miR-6780a-3p,-0.432124663,4.640731205,0.704747911,1
hsa-miR-4419b,0.204188169,7.950332408,0.705207242,1
hsa-miR-1909-3p,0.137533878,6.413131287,0.705500799,1
hsa-miR-6820-5p,-0.157091314,8.063476469,0.705533735,1
hsa-miR-4682,0.130251496,6.443561219,0.706172097,1
hsa-miR-504-3p,0.128373496,7.887384957,0.706778496,1
hsa-miR-483-3p,-0.247290483,10.63350846,0.707460466,1
hsa-miR-8089,0.127167865,7.384542678,0.707514033,1
hsa-miR-4742-5p,0.503769664,4.081098534,0.707514468,1
hsa-let-7a-3p,-0.206139256,5.839473817,0.707873665,1
hsa-miR-214-5p,-0.214059988,4.749993042,0.708300295,1
hsa-miR-3609,-0.128850262,5.376621096,0.708630666,1
hsa-miR-3132,-0.153989386,5.992145558,0.708647629,1
hsa-miR-4638-3p,-0.128678812,6.881087532,0.708970707,1
hsa-miR-668-5p,0.131184737,9.60836813,0.709354216,1
hsa-miR-3121-5p,-0.6096177,3.498143804,0.709803017,1
hsa-miR-6070,-0.185572471,5.704827924,0.710981736,1
hsa-miR-663b,0.121616121,6.955547254,0.711153733,1
hsa-miR-4486,-0.154030967,5.70270327,0.711650353,1
hsa-miR-4466,0.149180285,7.165633427,0.711974611,1
hsa-miR-6828-3p,0.468451569,4.13290691,0.712049561,1
hsa-miR-6807-5p,-0.1387918,5.729473887,0.712242136,1
hsa-miR-5195-5p,-0.161157609,5.789694669,0.713156143,1
hsa-miR-324-3p,-0.139600334,6.40486096,0.713314526,1
hsa-miR-5588-5p,0.194595469,5.143190617,0.713526904,1
hsa-miR-383-3p,0.160039779,5.557923963,0.713668327,1
hsa-miR-6730-5p,-0.154655981,6.345885744,0.713992537,1
hsa-miR-769-3p,0.135518492,8.523930281,0.714755534,1
hsa-miR-3192-3p,0.127978761,8.744400015,0.714838138,1
hsa-miR-1249-5p,0.126419291,7.490486947,0.715075582,1
hsa-miR-519d-3p,-0.153555012,6.433610374,0.715795726,1
hsa-miR-3136-3p,-0.134077544,8.16287322,0.717287884,1
hsa-miR-891a-3p,-0.174117163,4.933097286,0.71739307,1
hsa-miR-7151-3p,-0.195046002,4.917609802,0.717597552,1
hsa-miR-4498,0.133297473,5.767309301,0.717834243,1
hsa-miR-4667-5p,0.127651928,6.272904492,0.717908827,1
hsa-miR-6888-3p,-0.188956718,6.125682227,0.719370744,1
hsa-miR-452-3p,0.604045246,3.71752059,0.719766181,1
hsa-miR-8060,0.158092233,6.268489847,0.720151212,1
hsa-miR-6803-5p,0.130674131,7.771778707,0.721781027,1
hsa-miR-623,-0.190579502,6.820651221,0.721850015,1
hsa-miR-513b-3p,-0.233030457,4.764774261,0.721873877,1
hsa-miR-486-5p,-0.164929603,13.41546572,0.722574201,1
hsa-miR-4463,0.120060115,8.648645243,0.723793393,1
hsa-miR-7155-3p,0.436528092,4.505420115,0.723819958,1
hsa-miR-6780b-3p,-0.110697614,6.931610432,0.724079145,1
hsa-miR-6132,-0.16774828,5.313559995,0.724676207,1
hsa-miR-592,0.181389959,5.060031529,0.725295772,1
hsa-miR-1200,-0.144424138,8.164626266,0.725347099,1
hsa-miR-4434,-0.475923811,4.126662465,0.726773316,1
hsa-miR-4783-3p,-0.122440785,7.533723224,0.727338137,1
hsa-miR-4695-3p,0.149228929,6.933838882,0.727858425,1
hsa-miR-874-5p,-0.150463101,6.568530817,0.729153728,1
hsa-miR-8061,-0.139426752,5.674406557,0.731144791,1
hsa-miR-5091,-0.17111164,5.340484944,0.731579499,1
hsa-miR-452-5p,-0.180100577,5.755296712,0.733520313,1
hsa-miR-181b-5p,0.139641479,7.196234844,0.734241187,1
hsa-miR-6512-3p,0.14758842,5.404874457,0.734535957,1
hsa-miR-4258,-0.135383434,7.029264686,0.734841181,1
hsa-miR-942-3p,0.149676223,5.312634603,0.73486855,1
hsa-miR-1307-5p,0.132264255,6.869033334,0.736309269,1
hsa-miR-5047,0.130588342,5.308845696,0.736557451,1
hsa-miR-4455,0.400545753,4.38673964,0.736623276,1
hsa-miR-3691-3p,-0.175897623,6.642849325,0.736779822,1
hsa-miR-591,-0.144390203,6.228750775,0.737421729,1
hsa-miR-148b-5p,0.476099862,3.972770681,0.737649331,1
hsa-miR-522-3p,0.180545476,4.66227641,0.737972464,1
hsa-miR-532-3p,-0.127807056,10.96470089,0.738487893,1
hsa-miR-4287,-0.37614921,4.288362239,0.73914996,1
hsa-miR-8072,-0.112822644,7.515876046,0.739176935,1
hsa-miR-6083,0.130222253,7.538095632,0.739688865,1
hsa-miR-3682-5p,0.431368076,4.003761179,0.739990264,1
hsa-miR-128-2-5p,0.116514098,6.187344663,0.740049612,1
hsa-miR-3622b-3p,-0.144210123,9.581004275,0.740404618,1
hsa-miR-5189-3p,0.139629975,7.459076205,0.740699147,1
hsa-miR-4322,-0.119433836,7.58520274,0.741382677,1
hsa-miR-4740-5p,-0.117801642,9.034008497,0.741561159,1
hsa-miR-29a-5p,0.384080001,4.478531368,0.742503314,1
hsa-miR-3615,-0.112854797,8.812036302,0.742632885,1
hsa-miR-6867-3p,0.175504578,5.46684579,0.74266997,1
hsa-miR-487a-5p,-0.117449323,7.817262653,0.742745933,1
hsa-miR-6720-3p,-0.123481473,6.342648244,0.743201691,1
hsa-miR-4685-5p,0.113013405,5.971723993,0.743286098,1
hsa-miR-3675-3p,-0.117986242,6.125786149,0.743342202,1
hsa-miR-296-3p,-0.149906782,8.212851985,0.743427455,1
hsa-miR-6715b-5p,-0.361166949,4.600896408,0.743442406,1
hsa-miR-6813-3p,-0.162228182,5.676193437,0.744092804,1
hsa-miR-6763-5p,-0.118906294,6.013674728,0.744817493,1
hsa-miR-4753-5p,0.16885132,5.247811347,0.744906258,1
hsa-miR-6797-5p,-0.151223549,5.91715158,0.745327841,1
hsa-miR-1272,-0.161793426,5.413890571,0.745852466,1
hsa-miR-5584-5p,0.117736756,6.766279914,0.74607006,1
hsa-miR-181c-3p,-0.115949558,6.800475509,0.746290674,1
hsa-miR-500b-3p,-0.599933521,3.88260883,0.74641472,1
hsa-miR-6789-5p,-0.10837934,8.050516578,0.746510323,1
hsa-miR-138-5p,0.13566928,8.454437088,0.746913837,1
hsa-miR-4745-5p,-0.115570713,6.686621996,0.748077116,1
hsa-miR-96-3p,0.11280982,6.500870657,0.74845855,1
hsa-miR-660-3p,-0.213828414,4.660111872,0.748472492,1
hsa-miR-3925-3p,-0.23279664,4.404506225,0.749289455,1
hsa-miR-1262,-0.122516208,5.944124006,0.749945622,1
hsa-miR-6868-5p,-0.192643193,4.570994424,0.750579317,1
hsa-miR-548ao-5p,-0.403683146,4.354636405,0.751245882,1
hsa-miR-4484,-0.100623398,6.521421801,0.751398519,1
hsa-miR-194-5p,0.14795092,8.170611786,0.751435301,1
hsa-miR-6509-3p,0.145257148,5.108306136,0.751493617,1
hsa-miR-6716-3p,0.122737684,6.66051062,0.751810332,1
hsa-miR-1273h-3p,0.116207406,6.862584415,0.752508067,1
hsa-miR-1181,0.111208176,7.730063791,0.752547722,1
hsa-miR-585-5p,0.140268334,5.137873565,0.752673685,1
hsa-miR-4254,0.101430639,7.425020473,0.752931183,1
hsa-miR-1293,-0.10762292,6.297784346,0.753201241,1
hsa-miR-4800-5p,-0.11302952,6.711117403,0.754066624,1
hsa-miR-138-1-3p,-0.149576956,9.798120406,0.754072332,1
hsa-miR-4763-3p,-0.111564797,7.156111957,0.754169167,1
hsa-miR-1304-3p,0.111336079,6.103038824,0.754246195,1
hsa-miR-3907,0.11823425,6.772772935,0.754264877,1
hsa-miR-6760-3p,0.110409452,7.242690877,0.754372867,1
hsa-miR-6765-5p,0.137866582,5.576216898,0.754506169,1
hsa-miR-3164,0.163263482,4.821703634,0.754689447,1
hsa-miR-491-3p,0.137981127,5.733981232,0.754760057,1
hsa-miR-4313,-0.103284273,8.096787118,0.75483644,1
hsa-miR-1299,-0.13252178,8.637026621,0.754860463,1
hsa-miR-130a-3p,-0.117667148,8.946426985,0.755108499,1
hsa-miR-331-3p,-0.120524746,5.082518211,0.755385984,1
hsa-miR-3177-5p,0.123709745,5.597889912,0.755452391,1
hsa-miR-98-3p,-0.155829977,5.493190676,0.756238366,1
hsa-miR-8064,0.145245218,5.45329772,0.756457751,1
hsa-miR-410-3p,0.373740069,4.372035743,0.756576019,1
hsa-miR-8078,-0.12096821,6.620926498,0.757157901,1
hsa-miR-3619-5p,0.10693987,6.628592758,0.757915409,1
hsa-miR-6740-3p,-0.12820038,5.409038539,0.75800947,1
hsa-miR-1910-3p,0.148422223,6.188431101,0.760096525,1
hsa-miR-6513-5p,0.16827891,5.369049191,0.760254726,1
hsa-miR-3666,0.120123954,5.9867298,0.76109296,1
hsa-miR-4634,0.104367328,8.398667681,0.761178994,1
hsa-miR-3945,-0.140591538,5.929007904,0.761210943,1
hsa-miR-4716-5p,-0.101755237,6.705422866,0.762375921,1
hsa-miR-624-3p,0.142028298,5.39278348,0.762421622,1
hsa-miR-8074,-0.145744717,5.870811827,0.762672942,1
hsa-miR-4283,-0.128718921,6.108875667,0.763613974,1
hsa-miR-6752-3p,-0.093740358,6.521895995,0.764403379,1
hsa-miR-4436a,0.204769531,4.579561305,0.764516757,1
