,logFC,logCPM,PValue,FDR
MIMAT0000253,-0.642988127351884,10.5977626213409,0.132542172683977,0.619254413359565
MIMAT0000098,-0.801410850138157,9.54779189479753,0.134728104671836,0.619314674701181
MIMAT0004679,0.970410582587942,7.58554772620225,0.141062363550057,0.620781262340305
MIMAT0000272,1.35917983832687,6.24652703624422,0.142231736789136,0.620781262340305
MIMAT0000421,1.08317398067131,14.0761895472584,0.144778160368454,0.620781262340305
MIMAT0007881,1.20025103706504,5.41681227933574,0.145050140876375,0.620781262340305
MIMAT0004819,0.797080741389437,6.39239258323026,0.145938051146668,0.620781262340305
MIMAT0003329,-0.638555402553855,9.40059779707816,0.15247316702796,0.639041950043654
MIMAT0005458,1.14670597712343,7.11622340296535,0.157752349138203,0.651585789918665
MIMAT0000262,0.772671600016519,6.36865274219716,0.165763541225078,0.674894417844961
MIMAT0000089,-0.637037642297308,9.46984439571004,0.172377785393055,0.675303282062895
MIMAT0002874,0.528211452213963,13.1560463467466,0.172490446156896,0.675303282062895
MIMAT0000707,-1.34722449201107,6.86779710405907,0.17297241961611,0.675303282062895
MIMAT0000450,0.712462748589923,6.95645933492297,0.175785215713989,0.67701062808766
MIMAT0000646,-0.569170314566933,8.47603271004256,0.187389032593128,0.705372670180148
MIMAT0002175,-0.976881196391241,7.62329377576411,0.188099378714706,0.705372670180148
MIMAT0002813,-0.70958542466712,6.99331213340109,0.196624908359631,0.727767517954479
MIMAT0004954,-1.0113525458775,5.52558673176213,0.203927372459669,0.732358758578679
MIMAT0003297,0.791213071374818,6.75469616244101,0.206134331391623,0.732358758578679
MIMAT0002876,0.958460413522481,5.56184095512031,0.207161527118209,0.732358758578679
MIMAT0001080,-0.647594201500451,7.83960677665311,0.208144068227625,0.732358758578679
MIMAT0015069,0.828400141076634,5.98324216126298,0.215489621499556,0.748957830821629
MIMAT0003150,-0.666441494109747,6.70337240924927,0.218357949298024,0.749783319878757
MIMAT0000265,-0.788344623179281,7.32226313533905,0.224322095707383,0.752684856551805
MIMAT0004482,-0.810057823842057,6.17870118726778,0.233772480829691,0.752684856551805
MIMAT0030021,-0.930405119738897,4.40622228841397,0.234522318678027,0.752684856551805
MIMAT0004678,0.441202510258628,8.46517893293147,0.235634866629674,0.752684856551805
MIMAT0004571,-1.18607377552916,5.91569451709389,0.237401719449608,0.752684856551805
MIMAT0015050,-0.727452384475999,7.69594202496878,0.238565209449252,0.752684856551805
MIMAT0002814,-0.602409993517489,11.1271269043707,0.239918728492345,0.752684856551805
MIMAT0004778,-0.850713892207309,7.23285481023558,0.240330954197243,0.752684856551805
MIMAT0000424,0.462926434737143,8.066505518541,0.245130944392163,0.75937303425833
MIMAT0004774,-0.712150517986636,6.7875611499501,0.251943807752531,0.772085862467432
MIMAT0004757,-0.730407867330635,5.15705591931883,0.257144399964807,0.773719643117679
MIMAT0000433,-0.78436746029668,9.76043855251009,0.258287786188006,0.773719643117679
MIMAT0000727,-0.58162924083874,6.66909131920446,0.260621353471218,0.773719643117679
MIMAT0000252,0.865347703111887,5.03962610377656,0.263737707411408,0.774899449610838
MIMAT0000737,-0.599959390543712,12.8700883532231,0.266580727570082,0.775260279157891
MIMAT0002870,0.961398516088122,4.99615522342168,0.277412137520313,0.781906404280939
MIMAT0004692,-0.517439131785958,6.87498054284231,0.284619067241179,0.781906404280939
MIMAT0000689,0.445924435776123,12.1007886341304,0.287270454965129,0.781906404280939
MIMAT0004587,-0.678731357248388,6.34402023292335,0.287819858481563,0.781906404280939
MIMAT0000425,0.410636782762701,10.4099307709524,0.287939104211282,0.781906404280939
MIMAT0022925,0.513579396428054,7.09593640610087,0.289762799250232,0.781906404280939
MIMAT0005878,0.54549367674663,7.11758982035208,0.29587192851676,0.781906404280939
MIMAT0000721,-0.706738155670493,6.99246463073544,0.296318760919189,0.781906404280939
MIMAT0003180,-0.629077349531331,6.93505449556463,0.299951666100175,0.781906404280939
MIMAT0004810,-0.445312583403074,10.5081928138955,0.300811530780914,0.781906404280939
MIMAT0000448,-0.687311705806271,6.75056073540609,0.304153757640674,0.781906404280939
MIMAT0009199,-0.580119274169003,5.67994569151179,0.307668940192652,0.781906404280939
MIMAT0022697,-0.732765757070606,6.59542040349565,0.308713495689558,0.781906404280939
MIMAT0000455,-0.460220526279224,10.6764907442622,0.309748145153709,0.781906404280939
MIMAT0000440,0.427334734389557,13.7639870639867,0.310019030469284,0.781906404280939
MIMAT0004606,-0.625698171747579,7.09376426376419,0.317499002745424,0.782053475138323
MIMAT0004809,0.552632766152996,5.84892401973442,0.318732687422668,0.782053475138323
MIMAT0004792,-0.64725663878618,7.42518132150038,0.319587917124408,0.782053475138323
MIMAT0004592,-0.574656788126604,6.43810324100602,0.321053531898891,0.782053475138323
MIMAT0004767,-0.651099962213661,10.2356156475339,0.335686883064725,0.810769166724123
MIMAT0000688,0.601932583028378,5.98965975737382,0.346251396031722,0.827917104334845
MIMAT0002820,0.382038073868887,8.46786999796741,0.348596675509408,0.827917104334845
MIMAT0004551,0.815431418302127,5.59888855810521,0.352808381896984,0.830994949096203
MIMAT0004784,0.69258497315707,4.71252548932219,0.3693523556907,0.862831322720077
MIMAT0010133,-0.550114604480089,6.27332881961883,0.375186347082884,0.869334218850584
MIMAT0000067,0.374454172786701,9.79986886747075,0.378490393279371,0.869917436166296
MIMAT0004599,-0.691822640009665,6.2210670305459,0.383492444762381,0.874362774058228
MIMAT0001341,0.362226384028166,12.2791380739408,0.387449252508255,0.876373309244863
MIMAT0000082,0.559544119815968,4.63468766293006,0.392923169103425,0.881756718066741
MIMAT0000431,0.405473713042965,8.04203893703426,0.402541696458621,0.88243377450176
MIMAT0003239,-0.371657731038656,9.59043700501019,0.406356188829573,0.88243377450176
MIMAT0000437,-0.325253239034322,8.59654680731539,0.40846207045196,0.88243377450176
MIMAT0001340,-0.328106584250186,10.7359646042593,0.40968363839583,0.88243377450176
MIMAT0004602,-0.42791413708314,7.3530609101951,0.409852225027951,0.88243377450176
MIMAT0000104,0.598477532716309,5.90216295150185,0.41314571790563,0.88243377450176
MIMAT0004702,0.391238821846006,6.5523670415071,0.419158463833371,0.88243377450176
MIMAT0001413,-0.608844394239082,6.26603737087503,0.420558355108813,0.88243377450176
MIMAT0000703,-0.308734639474928,10.9662963099094,0.421091204674524,0.88243377450176
MIMAT0000091,0.785332621709975,6.7848462099145,0.433870042419071,0.889647175840233
MIMAT0003241,0.424856434936759,5.87793431618399,0.437849059515844,0.889647175840233
MIMAT0000759,0.275514260610783,11.3540344190011,0.439077307257237,0.889647175840233
MIMAT0001343,0.32953329156767,8.12747005544105,0.445591179009415,0.889647175840233
MIMAT0004597,0.278659538134406,10.8360110783344,0.447444711415947,0.889647175840233
MIMAT0004487,-0.81552501308901,4.42181849473718,0.452751347426715,0.889647175840233
MIMAT0004494,-0.428881521683394,7.78205156432939,0.458940006212735,0.889647175840233
MIMAT0000066,0.303272194832425,14.1645226226751,0.462641138679739,0.889647175840233
MIMAT0004945,0.275985347296941,9.83529335694435,0.464740222920681,0.889647175840233
MIMAT0000070,0.347086708222765,8.55421181243799,0.464765579217343,0.889647175840233
MIMAT0022693,-0.732537531639905,5.0446928743248,0.468360546302634,0.889647175840233
MIMAT0000435,-0.294265902517811,14.6804616663647,0.47094870273761,0.889647175840233
MIMAT0000730,-0.469313510923224,6.92655503849831,0.472986845567363,0.889647175840233
MIMAT0004926,-0.524025627931976,6.5092336175519,0.473338801475518,0.889647175840233
MIMAT0000072,0.537577158361777,5.95204232768262,0.483309982968752,0.889647175840233
MIMAT0003393,0.272950078172575,11.3547380888158,0.488531730599537,0.889647175840233
MIMAT0004688,0.442868307496731,5.61901881105847,0.491754789598134,0.889647175840233
MIMAT0000092_1,-0.554579322959746,5.87215702472109,0.493753397691903,0.889647175840233
MIMAT0000076,-0.276053374998914,16.3489607286771,0.494991177543779,0.889647175840233
MIMAT0001621,-0.341362024934147,7.67105320497004,0.495653406357128,0.889647175840233
MIMAT0022695,-0.472069643633192,6.66090473436685,0.50226943591164,0.889647175840233
MIMAT0005899,-0.528007656119115,8.17851114598618,0.508548662513448,0.889647175840233
MIMAT0000093,0.268271471777983,13.2578537625393,0.50911069581418,0.889647175840233
MIMAT0003249,-0.399337647799109,6.49762876505264,0.515157966283465,0.889647175840233
MIMAT0000271,-0.41503056922104,6.91359849383746,0.515317898486794,0.889647175840233
MIMAT0000728,-0.57419331489311,10.5696810522884,0.519625956411708,0.889647175840233
MIMAT0002816,-0.465861974396248,6.66182125645286,0.520480435844724,0.889647175840233
MIMAT0031074,-0.372919019286088,6.2496255897691,0.521362418863205,0.889647175840233
MIMAT0000414,0.237765834578526,12.6594440896175,0.522035357047927,0.889647175840233
MIMAT0000279,-0.40490917541098,8.51291034313204,0.522461094223708,0.889647175840233
MIMAT0000068,-0.341254369043819,8.72057996847957,0.523231554318576,0.889647175840233
MIMAT0002878,-0.425954843877654,5.92144207134169,0.524423598390032,0.889647175840233
MIMAT0003339,0.358614843842739,6.83074918992098,0.532385405547702,0.897809707580445
MIMAT0000758,0.609224340565105,4.91277191602602,0.538298944564035,0.901083841236899
MIMAT0000691,0.295394498698694,8.48405800215322,0.542223285103621,0.901083841236899
MIMAT0000415,0.233403359115654,15.7934703062921,0.546969522812502,0.901083841236899
MIMAT0000064,0.230058828796994,15.4473008157301,0.54697370011924,0.901083841236899
MIMAT0000227,0.444550698613984,6.5772880152525,0.558879657310623,0.915406335250159
MIMAT0000075,0.206423362627851,11.0402115331977,0.565134092973697,0.920361237128592
MIMAT0000438,0.204524457842518,10.6083085992551,0.570313445070471,0.922773507952763
MIMAT0003218,-0.28272662521956,9.57146186133056,0.5730909154654,0.922773507952763
MIMAT0003161,-0.338829339289789,6.56107174126882,0.584225849993208,0.935417793528452
MIMAT0000417,-0.223354085016691,10.0951747973184,0.58890021872823,0.935561182692829
MIMAT0000270,0.343903463130684,5.78277280452053,0.595046987949792,0.935561182692829
MIMAT0000687,-0.553042739543331,5.85528996255151,0.595161948064723,0.935561182692829
MIMAT0004921,-0.403097337635216,6.08851874476939,0.598691862837657,0.935561182692829
MIMAT0000094,-0.244543306220038,9.06737816691236,0.601871235482553,0.935561182692829
MIMAT0005796,-0.411148202190419,6.4018733747169,0.604011430229756,0.935561182692829
MIMAT0004601,0.367538978623267,6.29123796274291,0.61313071828167,0.942150432890937
MIMAT0022717,-0.341835316417936,6.54234328672495,0.617035906503618,0.942150432890937
MIMAT0004509,0.361213630313918,5.95385327165526,0.618182915616159,0.942150432890937
MIMAT0000693,0.177875261374245,9.89304465861529,0.62448791227195,0.942694876598897
MIMAT0000062_2,-0.273520533148795,5.77767693260279,0.628107657393949,0.942694876598897
MIMAT0004484,0.180368728781261,9.1021978696855,0.634074083578388,0.942694876598897
MIMAT0000263,0.219959732761849,8.45612329191436,0.638144329286907,0.942694876598897
MIMAT0004761,0.270237353635081,14.7484777101244,0.643339988599148,0.942694876598897
MIMAT0004953,-0.300104762068486,7.22172356096946,0.646951202374584,0.942694876598897
MIMAT0018961,-0.381099239710881,6.82494736622661,0.654007220553412,0.942694876598897
MIMAT0000062_1,0.232330364556161,8.33343246623235,0.654313171370247,0.942694876598897
MIMAT0000065,0.166835743891688,11.7952153153715,0.658455184997222,0.942694876598897
MIMAT0000278,-0.253010001175379,12.0318765320051,0.660398944683926,0.942694876598897
MIMAT0000073,-0.281584900981,7.58274576561684,0.661904783067887,0.942694876598897
MIMAT0000762,0.309798802064616,5.81175139241423,0.665481701067826,0.942694876598897
MIMAT0000753,-0.166756585009762,10.8855700789578,0.667695044121792,0.942694876598897
MIMAT0022842,-0.359812370058585,4.77602134279917,0.667915626233655,0.942694876598897
MIMAT0004682,0.167903723415416,9.90259127334908,0.669564530968994,0.942694876598897
MIMAT0000243,-0.163904850083226,14.1962115349314,0.674035957725391,0.942694876598897
MIMAT0015066,0.349812974199579,7.16575176623715,0.674771069565526,0.942694876598897
MIMAT0000084,-0.242672566353329,10.4584755118995,0.689017345462713,0.943080409669278
MIMAT0001635,-0.344484487051228,6.05638971336745,0.68962407953661,0.943080409669278
MIMAT0000254,-0.26871735429688,12.5189730969754,0.693590151543171,0.943080409669278
MIMAT0004749,0.154936638097869,9.59201475613487,0.695300996635699,0.943080409669278
MIMAT0002880,-0.24543703479444,10.8768333096366,0.696925289386744,0.943080409669278
MIMAT0004502,-0.146519317641845,11.9542146599061,0.697909802094234,0.943080409669278
MIMAT0000764,0.206815420183734,9.13450806785352,0.702914330674175,0.943080409669278
MIMAT0000445,-0.226453904419314,12.838408385871,0.704025971174104,0.943080409669278
MIMAT0003266,0.173534150032406,8.50187960048552,0.705076900449017,0.943080409669278
MIMAT0000510,-0.18741717039261,12.9366494126464,0.708137570769212,0.943080409669278
MIMAT0000423,-0.368388200738413,6.47772155115064,0.712479425894989,0.944352789829179
MIMAT0002173,0.314628462758967,11.0157660593395,0.718349336507527,0.944352789829179
MIMAT0004603,0.156848093950401,9.29434900113079,0.721779801519298,0.944352789829179
MIMAT0000222,0.152387924376543,9.73952044621162,0.72455434107949,0.944352789829179
MIMAT0004985,0.158563880430963,6.91446089996209,0.734178596452251,0.944352789829179
MIMAT0005951,-0.14067095000029,10.3936864131245,0.736404496090001,0.944352789829179
MIMAT0000765,-0.13132537949514,9.44775375047485,0.741773109215215,0.944352789829179
MIMAT0002811,-0.197887691024137,14.2451765943231,0.743159067630501,0.944352789829179
MIMAT0000444,0.182478155693227,11.7942223231671,0.743424340153831,0.944352789829179
MIMAT0000090,0.139729028174182,8.19637714792252,0.752546395377935,0.944352789829179
MIMAT0000420,-0.167683651090773,7.60944585255521,0.754942744641155,0.944352789829179
MIMAT0003338,0.13813736392617,9.35915624952028,0.762424930218925,0.944352789829179
MIMAT0004511,0.202234307075716,5.90086350711343,0.765165292307618,0.944352789829179
MIMAT0000067_1,0.131860309439712,12.8169982723353,0.769751642131095,0.944352789829179
MIMAT0000078,-0.158799836133177,11.4912124307285,0.77418027558019,0.944352789829179
MIMAT0000443,0.148719690616407,14.3555843552623,0.782344405527077,0.944352789829179
MIMAT0004570,0.221711515026428,7.20753373756416,0.783790105498601,0.944352789829179
MIMAT0017994,-0.134851053204078,8.60519598806891,0.785080771892931,0.944352789829179
MIMAT0004672,0.100233524220975,9.98403580738996,0.786873835594316,0.944352789829179
MIMAT0004957,0.179537794495796,7.04014139873773,0.788195124594016,0.944352789829179
MIMAT0022726,-0.280594311821741,5.02538387880818,0.790182635222625,0.944352789829179
MIMAT0004498,-0.130374790773773,7.22551747743453,0.790736391582519,0.944352789829179
MIMAT0000255,-0.140346105616338,11.0726776066,0.794455342776474,0.944352789829179
MIMAT0000418,-0.10145572599073,10.9569276882113,0.79475437047558,0.944352789829179
MIMAT0005789,-0.161749552357786,8.57848645752768,0.795823695903219,0.944352789829179
MIMAT0000097,0.0985292590163821,12.3244136699822,0.798394900952793,0.944352789829179
MIMAT0004615,-0.280336442825739,6.75172214945964,0.798557973153797,0.944352789829179
MIMAT0000086,-0.0939476716704169,12.5514586190249,0.815414650209638,0.960302377313003
MIMAT0004748,-0.119125216272218,13.5209568613096,0.830694740955182,0.97427160976225
MIMAT0000449,-0.0891391951762692,12.7542186145751,0.838432116389172,0.97931620152014
MIMAT0000761,0.0891460721582447,7.2513210817815,0.846593121326773,0.984812406441348
MIMAT0005825,0.0949814166105318,8.78568214061383,0.853491599090462,0.988801242848706
MIMAT0005948,-0.111379176773659,7.86833795628994,0.864708780390741,0.989479700204181
MIMAT0003283,-0.140863420566293,6.51654278137076,0.864827939125612,0.989479700204181
MIMAT0000419,0.0739301451593028,14.2630982207748,0.86718853030203,0.989479700204181
MIMAT0017990,0.0879578857877965,7.59215645443731,0.868908532907723,0.989479700204181
MIMAT0000063,-0.0630160438089316,18.0152266109237,0.872037476396079,0.989479700204181
MIMAT0004780,-0.130177599231062,5.95641783778344,0.880538237303332,0.989479700204181
MIMAT0004951,0.118737401617445,5.55554473634968,0.880626557144033,0.989479700204181
MIMAT0004929,-0.0881463920418116,6.82109513307446,0.883345873771649,0.989479700204181
MIMAT0003880,-0.0852461519115974,7.36179232425948,0.885323942287952,0.989479700204181
MIMAT0000456,0.0537295819472319,9.42993338528701,0.90133474820717,1
MIMAT0000692,-0.0504680092902045,12.857340319713,0.906626111202459,1
MIMAT0000752,0.0726173916217309,7.75885323281129,0.919472377344736,1
MIMAT0004558,-0.0533101056507566,6.0727538254051,0.921710369083197,1
MIMAT0005797,0.0708277716953373,6.40066831686305,0.924041048948446,1
MIMAT0000083,-0.0252893460224862,13.2914246253455,0.944108060949162,1
MIMAT0004909,0.0230603029756943,10.79935192025,0.950391041775119,1
MIMAT0003389,-0.0221048477179558,11.0091187216562,0.954957102638214,1
MIMAT0004911,0.0881062842197635,5.68439616300063,0.956463451243652,1
MIMAT0000069_1,-0.0334817906941756,7.39234121720158,0.95669765668732,1
MIMAT0004801,0.0445976984277659,7.31160661423244,0.961488743090358,1
MIMAT0000245,0.018260490156349,13.5197671901431,0.96213897679516,1
MIMAT0004556,0.0422720885353359,7.3569966048717,0.964176582105685,1
MIMAT0006789,0.0186676402407217,7.22228222981,0.971399243197036,1
MIMAT0004614,-0.027529269723718,8.48730587721171,0.974969666041832,1
MIMAT0000757,-0.0139763489566722,10.3536691638284,0.975751150433988,1
MIMAT0000081,0.0119510583199491,13.7891652207777,0.975881459725282,1
MIMAT0002888,-0.0150218738565648,9.38900906500173,0.978027298180177,1
MIMAT0000772,0.0251183459049545,6.66002009543248,0.980731556646779,1
MIMAT0001638,0.022517330666959,6.29360836403718,0.981080407864755,1
MIMAT0003340,-0.015757538001361,8.23530558892171,0.983648672856399,1
MIMAT0000681,-0.00629238965967053,11.0831259885146,0.990268127183716,1
MIMAT0002810,0.000578921032803559,13.5152262685041,0.999021612421302,1
MIMAT0014990,-0.0934786162117371,4.69730616048374,0.999999999999988,1
MIMAT0002871,0.0126729138239241,5.69034706235288,0.999999999999993,1
MIMAT0004518,0.022803503016369,5.1408651933097,1,1
MIMAT0004552,-0.0165468795114486,5.58463555824375,1,1
MIMAT0005924,-0.0121761254549443,6.83228515010298,1,1
MIMAT0000451,0.0119914347494788,7.436514184563,1,1
MIMAT0022700,-0.0100520892540797,6.61698289587739,1,1
