MIMAT0000772,15,30,26,29,13,35,51,48
MIMAT0000773,0,0,0,0,0,0,0,0
MIMAT0001075,0,0,0,0,0,0,0,0
MIMAT0001080,38,34,81,33,38,73,161,156
MIMAT0001339,0,0,0,0,0,0,0,0
MIMAT0001340,586,372,404,274,406,1050,500,895
MIMAT0001341,1559,1758,1614,1031,599,2118,2154,1808
MIMAT0001343,99,97,51,77,41,72,115,157
MIMAT0001412,0,0,0,0,0,0,0,0
MIMAT0001413,32,12,9,9,18,4,51,58
MIMAT0001532,0,0,0,0,0,0,0,0
MIMAT0001536,13,17,47,13,9,15,430,141
MIMAT0001541,0,3,0,3,33,24,5,5
MIMAT0001545,0,0,2,0,0,0,0,3
MIMAT0001545_1,10,1,0,0,0,0,0,3
MIMAT0001618,29,17,27,25,8,21,14,35
MIMAT0001620,5,0,5,6,0,2,8,7
MIMAT0001621,59,55,55,20,22,118,72,174
MIMAT0001625,55,50,22,28,38,100,68,221
MIMAT0001627,11,3,0,0,1,20,3,19
MIMAT0001629,0,0,0,0,0,0,0,0
MIMAT0001629_1,0,0,0,0,0,0,0,0
MIMAT0001630,0,0,0,0,0,0,0,0
MIMAT0001631,565,130,83,5,783,14,1622,1345
MIMAT0001635,30,10,12,7,2,25,58,19
MIMAT0001636,0,5,5,5,0,0,14,0
MIMAT0001638,24,23,25,7,2,55,18,56
MIMAT0001639,599,593,369,318,391,1385,909,2845
MIMAT0002170,0,0,0,0,0,0,0,0
MIMAT0002171,0,0,1,0,0,0,0,0
MIMAT0002172,0,0,1,0,0,0,14,6
MIMAT0002173,84,498,865,892,614,194,99,2127
MIMAT0002174,0,0,0,0,0,0,0,0
MIMAT0002175,61,62,12,5,25,177,72,155
MIMAT0002176,23,31,34,23,38,48,13,410
MIMAT0002177,1,11,0,0,11,0,3,8
MIMAT0002177_1,0,0,0,0,1,0,1,0
MIMAT0002178,7,0,1,4,0,7,0,3
MIMAT0002804,0,0,0,0,0,0,0,0
MIMAT0002805,0,0,2,0,0,0,0,0
MIMAT0002806,0,0,4,2,0,0,0,0
MIMAT0002807,0,10,9,2,5,1,3,9
MIMAT0002808,0,0,0,0,0,0,0,0
MIMAT0002809,559,400,502,261,437,1432,598,1719
MIMAT0002810,1856,2524,4186,3673,1871,6919,2769,7771
MIMAT0002811,9993,5639,2596,1822,4480,15033,4627,5725
MIMAT0002812,0,0,0,0,0,0,0,0
MIMAT0002813,30,38,24,7,20,71,46,121
MIMAT0002814,982,501,246,232,345,1571,679,2042
MIMAT0002815,0,0,0,0,0,0,0,0
MIMAT0002816,22,27,15,20,5,48,16,159
MIMAT0002817,2,0,2,0,2,3,0,12
MIMAT0002818,0,0,0,3,0,0,2,1
MIMAT0002819,4,2,8,16,3,4,9,26
MIMAT0002820,83,107,149,80,43,160,94,205
MIMAT0002821,7,5,1,0,0,8,0,5
MIMAT0002822,0,0,0,0,0,0,0,0
MIMAT0002822_1,0,0,0,0,0,0,0,0
MIMAT0002823,0,0,0,0,0,0,0,0
MIMAT0002823_1,0,0,0,0,0,0,0,0
MIMAT0002824,0,0,0,0,0,0,0,0
MIMAT0002825,0,0,0,0,0,0,0,0
MIMAT0002826,0,0,0,0,0,0,0,0
MIMAT0002826_1,0,0,0,0,0,0,0,0
MIMAT0002827,0,0,0,0,0,0,0,0
MIMAT0002827_1,0,0,0,0,0,0,0,0
MIMAT0002828,0,0,0,0,0,0,0,0
MIMAT0002829,0,0,0,0,0,0,0,0
MIMAT0002830,0,0,0,0,0,0,0,0
MIMAT0002831,0,0,0,0,0,0,0,0
MIMAT0002832,0,0,0,0,0,0,0,0
MIMAT0002833,0,0,0,0,0,0,0,0
MIMAT0002834,0,0,0,0,0,0,1,0
MIMAT0002835,0,0,0,0,0,0,0,0
MIMAT0002836,0,0,0,0,0,0,0,0
MIMAT0002837,0,0,0,0,0,0,0,0
MIMAT0002838,0,0,0,0,0,0,0,0
MIMAT0002839,0,0,0,0,0,0,0,0
MIMAT0002840,0,0,0,0,0,0,0,0
MIMAT0002841,0,0,0,0,0,0,0,0
MIMAT0002842,0,0,0,0,0,0,0,0
MIMAT0002843,0,0,0,0,0,0,0,0
MIMAT0002844,0,0,0,0,0,0,0,0
MIMAT0002845,0,0,0,0,0,0,0,0
MIMAT0002845_1,0,0,0,0,0,0,0,0
MIMAT0002846,0,0,0,0,0,0,0,0
MIMAT0002847,0,0,0,0,0,0,0,0
MIMAT0002848,0,0,0,0,0,0,0,0
MIMAT0002849,0,0,0,0,0,0,0,0
MIMAT0002850,0,0,0,0,0,0,0,0
MIMAT0002851,0,0,0,0,0,0,0,0
MIMAT0002851_1,0,0,0,0,0,0,0,0
MIMAT0002851_2,0,0,0,0,0,0,0,0
MIMAT0002852,0,0,0,0,0,0,0,0
MIMAT0002853,0,0,0,0,0,0,0,0
MIMAT0002854,0,0,0,0,0,0,0,0
MIMAT0002854_1,0,0,0,0,0,0,0,0
MIMAT0002855,0,0,0,0,0,0,0,0
MIMAT0002856,0,0,0,0,0,0,0,0
MIMAT0002857,0,0,0,0,0,0,0,0
MIMAT0002858,0,0,0,0,0,0,0,0
MIMAT0002859,0,0,0,0,0,0,0,0
MIMAT0002859_1,0,0,0,0,0,0,0,0
MIMAT0002860,0,0,0,0,0,0,0,0
MIMAT0002860_1,0,0,0,0,0,0,0,0
MIMAT0002861,0,0,0,0,0,0,0,0
MIMAT0002862,0,0,0,0,0,0,0,0
MIMAT0002863,0,0,0,0,0,0,0,0
MIMAT0002863_1,0,0,0,0,0,0,0,0
MIMAT0002864,0,0,0,0,0,0,0,0
MIMAT0002866,0,0,0,0,0,0,0,0
MIMAT0002867,0,0,0,0,0,0,0,0
MIMAT0002868,0,0,0,0,0,0,0,0
MIMAT0002869,0,0,0,0,0,0,0,0
MIMAT0002869_1,0,0,0,0,0,0,0,0
MIMAT0002870,23,3,9,4,3,11,10,0
MIMAT0002871,22,8,19,2,7,10,14,50
MIMAT0002872,8,0,0,0,0,0,0,3
MIMAT0002873,0,0,0,0,0,0,1,0
MIMAT0002874,2458,3759,2909,2245,1313,2665,2997,4979
MIMAT0002875,0,4,2,4,5,5,0,13
MIMAT0002876,11,10,19,18,0,17,19,9
MIMAT0002877,0,0,0,0,0,0,0,0
MIMAT0002877_1,0,0,0,0,0,0,0,0
MIMAT0002878,27,6,15,4,11,37,9,48
MIMAT0002879,0,2,3,3,5,2,0,3
MIMAT0002880,906,464,237,281,257,1893,214,1008
MIMAT0002881,0,0,0,0,0,0,0,0
MIMAT0002881_1,0,0,0,0,0,0,0,0
MIMAT0002881_2,0,0,0,0,0,0,0,0
MIMAT0002882,7,4,0,3,0,15,0,0
MIMAT0002883,0,0,0,0,0,0,0,0
MIMAT0002883_1,0,0,0,0,0,0,0,0
MIMAT0002883_2,0,0,0,0,0,0,0,0
MIMAT0002888,145,188,172,189,94,175,405,369
MIMAT0002890,0,4,6,0,0,10,2,37
MIMAT0002891,0,11,2,2,0,2,2,5
MIMAT0003150,21,15,28,17,42,46,27,47
MIMAT0003161,18,12,40,14,7,39,39,94
MIMAT0003163,0,0,0,0,0,0,0,0
MIMAT0003164,0,0,0,0,0,0,0,0
MIMAT0003165,0,0,0,0,0,0,0,0
MIMAT0003180,26,22,43,8,14,40,50,158
MIMAT0003214,4,0,0,0,0,10,0,0
MIMAT0003215,0,0,0,0,0,0,0,0
MIMAT0003216,0,0,0,0,0,0,0,0
MIMAT0003217,0,0,0,0,0,0,0,0
MIMAT0003218,165,268,144,140,290,300,170,339
MIMAT0003219,0,0,0,0,0,0,0,0
MIMAT0003220,0,0,0,0,0,0,0,0
MIMAT0003221,0,0,0,0,0,0,0,0
MIMAT0003222,0,0,0,0,0,0,0,0
MIMAT0003223,0,0,0,0,0,0,0,0
MIMAT0003225,0,0,0,0,2,0,0,0
MIMAT0003226,0,0,0,0,0,0,0,0
MIMAT0003227,0,0,0,0,0,0,0,0
MIMAT0003228,0,0,0,0,0,0,0,0
MIMAT0003230,0,0,0,0,0,0,0,0
MIMAT0003231,0,0,0,0,0,0,0,0
MIMAT0003232,0,0,0,0,0,0,0,0
MIMAT0003233,0,0,0,0,0,0,0,0
MIMAT0003234,0,0,0,0,0,0,0,0
MIMAT0003235,0,0,0,0,0,0,0,0
MIMAT0003236,0,0,0,0,0,0,0,0
MIMAT0003237,0,0,0,0,0,0,0,0
MIMAT0003238,0,0,0,0,0,0,0,0
MIMAT0003239,97,132,262,207,187,315,237,644
MIMAT0003240,0,0,0,0,0,0,0,0
MIMAT0003241,17,13,28,8,5,15,17,42
MIMAT0003242,0,0,0,0,0,1,0,0
MIMAT0003243,0,0,0,0,0,0,0,0
MIMAT0003244,0,0,0,0,0,2,0,2
MIMAT0003245,0,0,0,0,0,0,0,0
MIMAT0003246,0,0,0,0,0,0,0,0
MIMAT0003247,0,0,0,0,0,0,0,0
MIMAT0003248,0,0,0,0,0,0,0,0
MIMAT0003249,31,24,15,9,25,13,53,44
MIMAT0003250,0,0,0,0,10,5,3,5
MIMAT0003251,0,0,0,0,0,0,0,0
MIMAT0003251_1,0,0,0,0,0,0,0,0
MIMAT0003251_2,0,0,0,0,0,0,0,0
MIMAT0003252,0,0,0,0,0,0,0,0
MIMAT0003253,0,0,0,0,0,0,0,0
MIMAT0003254,0,0,0,0,0,0,0,0
MIMAT0003255,0,0,0,0,0,0,0,0
MIMAT0003256,0,0,0,0,1,0,0,9
MIMAT0003257,0,0,0,0,0,0,0,0
MIMAT0003257_1,0,0,0,0,0,0,0,0
MIMAT0003257_2,0,0,0,0,0,0,0,0
MIMAT0003258,0,3,2,1,0,3,10,10
MIMAT0003259,0,0,0,0,0,0,0,0
MIMAT0003260,0,0,0,0,0,0,0,0
MIMAT0003261,0,0,0,0,0,0,0,0
MIMAT0003263,0,0,0,0,0,0,0,0
MIMAT0003264,0,0,0,0,0,0,0,0
MIMAT0003265,0,0,0,0,0,0,0,0
MIMAT0003266,69,62,106,156,67,149,105,204
MIMAT0003267,0,0,0,0,0,0,0,0
MIMAT0003268,0,0,0,0,0,0,0,0
MIMAT0003269,0,0,0,0,0,0,0,0
MIMAT0003270,0,0,0,0,0,0,0,0
MIMAT0003271,0,0,0,0,0,0,0,0
MIMAT0003272,0,0,0,0,0,0,0,0
MIMAT0003273,0,0,0,0,0,0,0,0
MIMAT0003274,0,0,0,0,0,0,0,0
MIMAT0003275,0,0,0,0,0,0,0,0
MIMAT0003276,0,0,0,0,0,0,0,0
MIMAT0003277,0,0,0,0,0,0,0,0
MIMAT0003278,0,0,0,0,0,0,0,0
MIMAT0003279,0,0,0,0,0,0,0,0
MIMAT0003280,7,0,0,0,0,0,0,0
MIMAT0003281,0,0,0,0,0,0,0,0
MIMAT0003282,0,0,0,0,0,0,0,0
MIMAT0003283,20,12,35,20,10,33,10,124
MIMAT0003284,0,0,0,0,0,0,0,0
MIMAT0003285,0,0,0,0,0,0,0,0
MIMAT0003286,0,0,0,0,0,0,0,0
MIMAT0003287,0,0,0,0,0,0,0,0
MIMAT0003288,0,0,0,0,0,0,0,0
MIMAT0003289,0,0,0,0,0,0,0,0
MIMAT0003290,0,0,0,0,0,0,0,0
MIMAT0003291,0,0,0,0,0,0,0,0
MIMAT0003292,0,0,0,0,0,0,0,0
MIMAT0003293,0,0,0,3,0,0,0,5
MIMAT0003294,0,0,0,0,0,0,0,0
MIMAT0003295,0,0,0,0,0,0,0,0
MIMAT0003296,0,0,1,1,0,3,2,11
MIMAT0003297,44,58,30,8,6,42,30,49
MIMAT0003298,0,0,2,6,2,8,0,9
MIMAT0003299,0,0,0,0,0,0,0,0
MIMAT0003300,0,0,0,0,0,0,0,0
MIMAT0003301,0,11,3,0,0,0,0,2
MIMAT0003302,0,0,0,0,0,0,0,6
MIMAT0003303,0,0,0,0,0,0,0,0
MIMAT0003304,0,0,0,0,0,0,0,0
MIMAT0003305,0,0,0,0,0,0,0,0
MIMAT0003306,0,0,0,0,0,0,0,4
MIMAT0003307,0,0,0,0,0,0,0,0
MIMAT0003308,0,0,0,0,0,0,0,0
MIMAT0003309,0,0,0,0,0,0,0,0
MIMAT0003310,0,0,0,0,0,0,0,0
MIMAT0003311,0,2,1,3,0,2,0,0
MIMAT0003312,0,0,0,0,4,0,0,0
MIMAT0003313,0,0,0,0,0,0,0,7
MIMAT0003314,0,0,0,0,0,0,0,0
MIMAT0003315,0,0,0,0,0,0,0,0
MIMAT0003316,0,0,0,0,0,0,0,0
MIMAT0003317,0,0,0,0,0,0,0,0
MIMAT0003318,0,0,0,0,0,0,0,0
MIMAT0003319,0,0,0,0,0,0,0,0
MIMAT0003320,0,0,0,0,0,0,0,0
MIMAT0003321,60,29,35,23,10,40,35,31
MIMAT0003322,0,3,5,14,13,42,12,42
MIMAT0003323,0,0,0,0,0,0,0,0
MIMAT0003323_1,0,0,0,0,0,0,0,0
MIMAT0003324,0,0,0,0,0,0,0,0
MIMAT0003325,0,0,0,0,0,0,0,0
MIMAT0003326,0,0,0,0,0,0,0,0
MIMAT0003327,0,0,0,0,0,3,0,0
MIMAT0003328,0,0,0,0,0,0,1,0
MIMAT0003329,199,118,170,84,99,318,201,896
MIMAT0003330,0,3,0,0,0,0,0,0
MIMAT0003331,0,0,0,0,0,0,0,0
MIMAT0003332,0,0,0,0,0,9,0,13
MIMAT0003333,0,0,0,0,0,0,0,0
MIMAT0003335,0,0,0,0,0,0,0,0
MIMAT0003336,0,0,0,0,0,0,0,0
MIMAT0003337,0,6,0,0,0,0,0,0
MIMAT0003338,255,193,149,138,81,236,378,244
MIMAT0003339,30,23,41,35,6,31,65,52
MIMAT0003340,88,71,100,57,43,113,131,196
MIMAT0003385,0,0,0,0,0,0,0,0
MIMAT0003386,0,0,0,0,0,0,1,0
MIMAT0003389,484,461,590,616,367,947,541,1588
MIMAT0003393,740,844,771,675,583,598,819,1615
MIMAT0003879,0,0,0,3,0,1,0,4
MIMAT0003880,30,52,37,42,18,103,32,136
MIMAT0003881,0,0,0,0,2,4,2,12
MIMAT0003882,0,0,0,0,0,0,0,0
MIMAT0003883,0,0,0,0,0,0,0,0
MIMAT0003884,0,2,2,0,15,1,17,16
MIMAT0003885,254,363,363,507,194,202,194,880
MIMAT0003886,65,74,68,49,20,36,49,96
MIMAT0003887,0,1,0,4,5,1,5,8
MIMAT0003888,0,0,0,0,5,0,0,0
MIMAT0003945,0,1,0,0,0,0,0,0
MIMAT0003948,0,0,0,0,0,0,0,5
MIMAT0004185,0,9,0,1,3,6,1,6
MIMAT0004284,0,0,0,0,0,0,0,0
MIMAT0004450,0,0,0,0,0,0,0,0
MIMAT0004481,0,0,0,0,0,2,0,6
MIMAT0004481_1,0,0,0,0,0,0,0,0
MIMAT0004482,23,8,15,7,25,52,6,41
MIMAT0004484,132,131,155,189,90,193,163,398
MIMAT0004485,0,5,11,0,0,4,7,5
MIMAT0004486,9,0,0,6,0,2,7,4
MIMAT0004487,0,3,0,8,4,12,5,9
MIMAT0004488,0,0,0,0,0,0,0,0
MIMAT0004489,0,0,0,0,0,0,0,0
MIMAT0004490,0,0,0,0,0,0,0,0
MIMAT0004491,0,0,4,2,0,0,0,5
MIMAT0004492,0,0,0,0,0,0,0,0
MIMAT0004493,0,2,0,0,0,0,4,6
MIMAT0004494,12,51,75,51,40,141,71,142
